Date,Council,NumberVaccinated,DailyPositive,DailyDeaths,Pop
2020-12-30,Shetland Islands,70,19,0,22870
2020-12-30,South Ayrshire,274,48,0,112140
2020-12-30,South Lanarkshire,538,153,3,320820
2020-12-30,Stirling,134,17,0,94080
2020-12-30,Aberdeen City,417,136,3,229060
2020-12-30,Aberdeenshire,197,115,1,260780
2020-12-30,Argyll & Bute,24,17,0,85430
2020-12-30,City of Edinburgh,484,223,6,527620
2020-12-30,Renfrewshire,289,148,0,179390
2020-12-30,West Dunbartonshire,141,34,0,88340
2020-12-30,West Lothian,186,56,0,183820
2020-12-30,Angus,267,43,2,115820
2020-12-30,Dundee City,349,101,0,148820
2020-12-30,East Dunbartonshire,145,50,0,108750
2020-12-30,Fife,745,158,2,374130
2020-12-30,Perth & Kinross,281,60,2,151910
2020-12-30,Glasgow City,678,403,3,635640
2020-12-30,North Lanarkshire,536,254,5,341140
2020-12-31,Clackmannanshire,13,17,1,51290
2020-12-31,Dumfries & Galloway,1,127,0,148290
2020-12-31,East Ayrshire,44,65,3,121600
2020-12-31,East Lothian,13,23,0,107900
2020-12-31,East Renfrewshire,27,49,2,96060
2020-12-31,Na h-Eileanan Siar,60,1,1,26500
2020-12-31,Falkirk,76,74,2,160560
2020-12-31,Highland,207,75,0,235430
2020-12-31,Inverclyde,9,73,0,77060
2020-12-31,Midlothian,16,19,2,93150
2020-12-31,Moray,2,22,0,95710
2020-12-31,North Ayrshire,159,59,3,134250
2020-12-31,Orkney Islands,49,0,0,22400
2020-12-31,Scottish Borders,68,135,0,115240
2020-12-31,Shetland Islands,47,8,0,22870
2020-12-31,South Ayrshire,122,29,0,112140
2020-12-31,South Lanarkshire,378,130,3,320820
2020-12-31,Stirling,22,17,0,94080
2020-12-31,Aberdeen City,425,74,0,229060
2020-12-31,Aberdeenshire,225,121,2,260780
2020-12-31,Argyll & Bute,5,13,0,85430
2020-12-31,City of Edinburgh,137,187,6,527620
2020-12-31,Renfrewshire,114,127,2,179390
2020-12-31,West Dunbartonshire,15,36,2,88340
2020-12-31,West Lothian,100,45,2,183820
2020-12-31,Angus,199,32,1,115820
2020-12-31,Dundee City,289,81,1,148820
2020-12-31,East Dunbartonshire,48,39,0,108750
2020-12-31,Fife,349,128,1,374130
2020-12-31,Perth & Kinross,249,46,4,151910
2020-12-31,Glasgow City,362,307,2,635640
2020-12-31,North Lanarkshire,368,216,4,341140
2021-01-01,Clackmannanshire,0,11,0,51290
2021-01-01,Dumfries & Galloway,0,52,1,148290
2021-01-01,East Ayrshire,0,24,0,121600
2021-01-01,East Lothian,0,11,0,107900
2021-01-01,East Renfrewshire,0,25,1,96060
2021-01-01,Na h-Eileanan Siar,0,0,0,26500
2021-01-01,Falkirk,2,41,0,160560
2021-01-01,Highland,0,38,0,235430
2021-01-01,Inverclyde,0,20,1,77060
2021-01-01,Midlothian,0,12,0,93150
2021-01-01,Moray,1,8,1,95710
2021-01-01,North Ayrshire,3,30,1,134250
2021-01-01,Orkney Islands,0,0,0,22400
2021-01-01,Scottish Borders,0,41,0,115240
2021-01-01,Shetland Islands,0,1,0,22870
2021-01-01,South Ayrshire,0,32,0,112140
2021-01-01,South Lanarkshire,0,68,4,320820
2021-01-01,Stirling,0,9,0,94080
2021-01-01,Aberdeen City,11,45,3,229060
2021-01-01,Aberdeenshire,4,51,0,260780
2021-01-01,Argyll & Bute,0,3,0,85430
2021-01-01,City of Edinburgh,4,80,5,527620
2021-01-01,Renfrewshire,1,61,3,179390
2021-01-01,West Dunbartonshire,1,8,2,88340
2021-01-01,West Lothian,2,29,1,183820
2021-01-01,Angus,0,28,1,115820
2021-01-01,Dundee City,0,42,1,148820
2021-01-01,East Dunbartonshire,2,26,0,108750
2021-01-01,Fife,0,61,3,374130
2021-01-01,Perth & Kinross,3,43,0,151910
2021-01-01,Glasgow City,3,138,4,635640
2021-01-01,North Lanarkshire,0,124,3,341140
2021-01-02,Clackmannanshire,0,10,0,51290
2021-01-02,Dumfries & Galloway,0,115,1,148290
2021-01-02,East Ayrshire,0,72,5,121600
2021-01-02,East Lothian,0,26,0,107900
2021-01-02,East Renfrewshire,0,40,1,96060
2021-01-02,Na h-Eileanan Siar,0,0,0,26500
2021-01-02,Falkirk,0,73,1,160560
2021-01-02,Highland,3,75,0,235430
2021-01-02,Inverclyde,0,52,2,77060
2021-01-02,Midlothian,0,31,0,93150
2021-01-02,Moray,0,11,0,95710
2021-01-02,North Ayrshire,0,73,2,134250
2021-01-02,Orkney Islands,0,0,0,22400
2021-01-02,Scottish Borders,0,70,1,115240
2021-01-02,Shetland Islands,0,5,0,22870
2021-01-02,South Ayrshire,0,40,0,112140
2021-01-02,South Lanarkshire,0,129,4,320820
2021-01-02,Stirling,0,15,0,94080
2021-01-02,Aberdeen City,8,98,1,229060
2021-01-02,Aberdeenshire,2,99,2,260780
2021-01-02,Argyll & Bute,0,8,0,85430
2021-01-02,City of Edinburgh,1,189,3,527620
2021-01-02,Renfrewshire,1,110,2,179390
2021-01-02,West Dunbartonshire,0,30,0,88340
2021-01-02,West Lothian,1,40,0,183820
2021-01-02,Angus,0,46,0,115820
2021-01-02,Dundee City,0,76,1,148820
2021-01-02,East Dunbartonshire,0,54,0,108750
2021-01-02,Fife,0,96,5,374130
2021-01-02,Perth & Kinross,0,55,1,151910
2021-01-02,Glasgow City,0,264,4,635640
2021-01-02,North Lanarkshire,0,215,6,341140
2021-01-03,Clackmannanshire,0,19,0,51290
2021-01-03,Dumfries & Galloway,1,77,0,148290
2021-01-03,East Ayrshire,0,62,0,121600
2021-01-03,East Lothian,0,21,0,107900
2021-01-03,East Renfrewshire,63,39,2,96060
2021-01-03,Na h-Eileanan Siar,0,0,0,26500
2021-01-03,Falkirk,0,77,5,160560
2021-01-03,Highland,2,83,0,235430
2021-01-03,Inverclyde,0,47,3,77060
2021-01-03,Midlothian,0,39,0,93150
2021-01-03,Moray,0,13,0,95710
2021-01-03,North Ayrshire,91,70,2,134250
2021-01-03,Orkney Islands,0,1,0,22400
2021-01-03,Scottish Borders,0,56,0,115240
2021-01-03,Shetland Islands,0,6,0,22870
2021-01-03,South Ayrshire,0,43,1,112140
2021-01-03,South Lanarkshire,2,159,1,320820
2021-01-03,Stirling,0,18,0,94080
2021-01-03,Aberdeen City,4,77,2,229060
2021-01-03,Aberdeenshire,1,86,1,260780
2021-01-03,Argyll & Bute,0,14,0,85430
2021-01-03,City of Edinburgh,3,150,2,527620
2021-01-03,Renfrewshire,1,97,1,179390
2021-01-03,West Dunbartonshire,0,25,0,88340
2021-01-03,West Lothian,0,43,2,183820
2021-01-03,Angus,0,47,0,115820
2021-01-03,Dundee City,0,84,1,148820
2021-01-03,East Dunbartonshire,0,45,2,108750
2021-01-03,Fife,0,116,1,374130
2021-01-03,Perth & Kinross,0,84,1,151910
2021-01-03,Glasgow City,180,327,6,635640
2021-01-03,North Lanarkshire,3,196,9,341140
2021-01-04,Clackmannanshire,0,23,0,51290
2021-01-04,Dumfries & Galloway,156,121,0,148290
2021-01-04,East Ayrshire,138,55,0,121600
2021-01-04,East Lothian,0,33,1,107900
2021-01-04,East Renfrewshire,5,40,1,96060
2021-01-04,Na h-Eileanan Siar,1,0,0,26500
2021-01-04,Falkirk,3,61,1,160560
2021-01-04,Highland,1,84,0,235430
2021-01-04,Inverclyde,2,43,1,77060
2021-01-04,Midlothian,0,19,2,93150
2021-01-04,Moray,2,26,0,95710
2021-01-04,North Ayrshire,120,59,1,134250
2021-01-04,Orkney Islands,0,0,0,22400
2021-01-04,Scottish Borders,1,50,0,115240
2021-01-04,Shetland Islands,0,3,0,22870
2021-01-04,South Ayrshire,49,55,0,112140
2021-01-04,South Lanarkshire,12,155,2,320820
2021-01-04,Stirling,3,19,0,94080
2021-01-04,Aberdeen City,317,127,3,229060
2021-01-04,Aberdeenshire,62,139,5,260780
2021-01-04,Argyll & Bute,1,12,1,85430
2021-01-04,City of Edinburgh,3,148,4,527620
2021-01-04,Renfrewshire,77,114,4,179390
2021-01-04,West Dunbartonshire,2,36,0,88340
2021-01-04,West Lothian,0,52,0,183820
2021-01-04,Angus,4,56,0,115820
2021-01-04,Dundee City,164,75,1,148820
2021-01-04,East Dunbartonshire,1,52,1,108750
2021-01-04,Fife,1,136,2,374130
2021-01-04,Perth & Kinross,187,54,0,151910
2021-01-04,Glasgow City,295,359,4,635640
2021-01-04,North Lanarkshire,4,177,3,341140
2021-01-05,Clackmannanshire,82,22,1,51290
2021-01-05,Dumfries & Galloway,223,100,0,148290
2021-01-05,East Ayrshire,108,72,2,121600
2021-01-05,East Lothian,187,34,0,107900
2021-01-05,East Renfrewshire,220,41,1,96060
2021-01-05,Na h-Eileanan Siar,46,1,0,26500
2021-01-05,Falkirk,375,101,3,160560
2021-01-05,Highland,383,105,0,235430
2021-01-05,Inverclyde,72,77,1,77060
2021-01-05,Midlothian,185,40,1,93150
2021-01-05,Moray,212,32,0,95710
2021-01-05,North Ayrshire,134,87,0,134250
2021-01-05,Orkney Islands,1,1,0,22400
2021-01-05,Scottish Borders,367,72,1,115240
2021-01-05,Shetland Islands,64,6,0,22870
2021-01-05,South Ayrshire,38,57,0,112140
2021-01-05,South Lanarkshire,671,201,2,320820
2021-01-05,Stirling,275,32,0,94080
2021-01-05,Aberdeen City,505,139,3,229060
2021-01-05,Aberdeenshire,246,161,3,260780
2021-01-05,Argyll & Bute,22,9,0,85430
2021-01-05,City of Edinburgh,738,244,5,527620
2021-01-05,Renfrewshire,410,159,3,179390
2021-01-05,West Dunbartonshire,81,48,0,88340
2021-01-05,West Lothian,221,44,1,183820
2021-01-05,Angus,291,49,2,115820
2021-01-05,Dundee City,361,116,0,148820
2021-01-05,East Dunbartonshire,201,42,1,108750
2021-01-05,Fife,765,145,2,374130
2021-01-05,Perth & Kinross,372,66,0,151910
2021-01-05,Glasgow City,1058,488,3,635640
2021-01-05,North Lanarkshire,576,259,5,341140
2021-01-06,Clackmannanshire,142,24,0,51290
2021-01-06,Dumfries & Galloway,176,114,2,148290
2021-01-06,East Ayrshire,39,70,1,121600
2021-01-06,East Lothian,150,18,1,107900
2021-01-06,East Renfrewshire,152,33,0,96060
2021-01-06,Na h-Eileanan Siar,68,3,0,26500
2021-01-06,Falkirk,455,83,1,160560
2021-01-06,Highland,369,43,1,235430
2021-01-06,Inverclyde,406,57,2,77060
2021-01-06,Midlothian,205,31,0,93150
2021-01-06,Moray,223,22,0,95710
2021-01-06,North Ayrshire,78,82,2,134250
2021-01-06,Orkney Islands,55,0,0,22400
2021-01-06,Scottish Borders,199,48,0,115240
2021-01-06,Shetland Islands,119,2,0,22870
2021-01-06,South Ayrshire,269,38,0,112140
2021-01-06,South Lanarkshire,616,201,4,320820
2021-01-06,Stirling,262,48,2,94080
2021-01-06,Aberdeen City,316,86,2,229060
2021-01-06,Aberdeenshire,606,101,2,260780
2021-01-06,Argyll & Bute,209,12,0,85430
2021-01-06,City of Edinburgh,953,196,1,527620
2021-01-06,Renfrewshire,309,124,3,179390
2021-01-06,West Dunbartonshire,250,38,0,88340
2021-01-06,West Lothian,233,47,2,183820
2021-01-06,Angus,240,46,1,115820
2021-01-06,Dundee City,349,67,1,148820
2021-01-06,East Dunbartonshire,266,53,2,108750
2021-01-06,Fife,952,145,8,374130
2021-01-06,Perth & Kinross,394,48,1,151910
2021-01-06,Glasgow City,1218,415,3,635640
2021-01-06,North Lanarkshire,569,245,6,341140
2021-01-07,Clackmannanshire,131,21,0,51290
2021-01-07,Dumfries & Galloway,283,57,1,148290
2021-01-07,East Ayrshire,191,42,2,121600
2021-01-07,East Lothian,298,14,0,107900
2021-01-07,East Renfrewshire,142,47,2,96060
2021-01-07,Na h-Eileanan Siar,101,1,0,26500
2021-01-07,Falkirk,661,59,0,160560
2021-01-07,Highland,464,82,0,235430
2021-01-07,Inverclyde,378,54,1,77060
2021-01-07,Midlothian,358,23,0,93150
2021-01-07,Moray,172,26,0,95710
2021-01-07,North Ayrshire,39,61,2,134250
2021-01-07,Orkney Islands,103,1,0,22400
2021-01-07,Scottish Borders,316,26,1,115240
2021-01-07,Shetland Islands,63,1,0,22870
2021-01-07,South Ayrshire,170,38,0,112140
2021-01-07,South Lanarkshire,637,130,3,320820
2021-01-07,Stirling,212,17,0,94080
2021-01-07,Aberdeen City,488,94,0,229060
2021-01-07,Aberdeenshire,531,94,3,260780
2021-01-07,Argyll & Bute,373,8,0,85430
2021-01-07,City of Edinburgh,814,183,4,527620
2021-01-07,Renfrewshire,211,96,3,179390
2021-01-07,West Dunbartonshire,447,44,1,88340
2021-01-07,West Lothian,141,49,0,183820
2021-01-07,Angus,217,41,0,115820
2021-01-07,Dundee City,506,74,1,148820
2021-01-07,East Dunbartonshire,195,57,1,108750
2021-01-07,Fife,617,130,4,374130
2021-01-07,Perth & Kinross,352,93,3,151910
2021-01-07,Glasgow City,1072,325,6,635640
2021-01-07,North Lanarkshire,509,208,6,341140
2021-01-08,Clackmannanshire,54,14,0,51290
2021-01-08,Dumfries & Galloway,332,94,0,148290
2021-01-08,East Ayrshire,95,58,2,121600
2021-01-08,East Lothian,332,12,0,107900
2021-01-08,East Renfrewshire,158,15,0,96060
2021-01-08,Na h-Eileanan Siar,209,0,0,26500
2021-01-08,Falkirk,204,47,3,160560
2021-01-08,Highland,375,70,0,235430
2021-01-08,Inverclyde,117,47,0,77060
2021-01-08,Midlothian,307,8,0,93150
2021-01-08,Moray,288,27,0,95710
2021-01-08,North Ayrshire,241,47,1,134250
2021-01-08,Orkney Islands,68,3,0,22400
2021-01-08,Scottish Borders,567,40,1,115240
2021-01-08,Shetland Islands,58,3,0,22870
2021-01-08,South Ayrshire,79,41,1,112140
2021-01-08,South Lanarkshire,603,114,2,320820
2021-01-08,Stirling,129,19,0,94080
2021-01-08,Aberdeen City,487,67,1,229060
2021-01-08,Aberdeenshire,458,61,2,260780
2021-01-08,Argyll & Bute,349,14,0,85430
2021-01-08,City of Edinburgh,705,101,4,527620
2021-01-08,Renfrewshire,240,69,4,179390
2021-01-08,West Dunbartonshire,299,29,3,88340
2021-01-08,West Lothian,346,23,2,183820
2021-01-08,Angus,181,26,0,115820
2021-01-08,Dundee City,456,69,1,148820
2021-01-08,East Dunbartonshire,376,46,1,108750
2021-01-08,Fife,968,118,3,374130
2021-01-08,Perth & Kinross,394,41,1,151910
2021-01-08,Glasgow City,1634,337,7,635640
2021-01-08,North Lanarkshire,710,164,3,341140
2021-01-09,Clackmannanshire,45,9,1,51290
2021-01-09,Dumfries & Galloway,11,37,4,148290
2021-01-09,East Ayrshire,239,37,1,121600
2021-01-09,East Lothian,339,11,0,107900
2021-01-09,East Renfrewshire,206,19,1,96060
2021-01-09,Na h-Eileanan Siar,70,0,0,26500
2021-01-09,Falkirk,187,48,3,160560
2021-01-09,Highland,13,51,1,235430
2021-01-09,Inverclyde,90,27,0,77060
2021-01-09,Midlothian,59,15,0,93150
2021-01-09,Moray,4,10,0,95710
2021-01-09,North Ayrshire,38,49,2,134250
2021-01-09,Orkney Islands,0,0,0,22400
2021-01-09,Scottish Borders,461,32,0,115240
2021-01-09,Shetland Islands,1,1,0,22870
2021-01-09,South Ayrshire,5,27,2,112140
2021-01-09,South Lanarkshire,172,101,3,320820
2021-01-09,Stirling,82,14,1,94080
2021-01-09,Aberdeen City,86,58,1,229060
2021-01-09,Aberdeenshire,315,29,0,260780
2021-01-09,Argyll & Bute,28,13,0,85430
2021-01-09,City of Edinburgh,567,100,2,527620
2021-01-09,Renfrewshire,427,75,2,179390
2021-01-09,West Dunbartonshire,298,23,1,88340
2021-01-09,West Lothian,23,38,0,183820
2021-01-09,Angus,230,18,0,115820
2021-01-09,Dundee City,482,50,3,148820
2021-01-09,East Dunbartonshire,418,39,1,108750
2021-01-09,Fife,127,71,1,374130
2021-01-09,Perth & Kinross,331,37,2,151910
2021-01-09,Glasgow City,1254,295,3,635640
2021-01-09,North Lanarkshire,144,159,3,341140
2021-01-10,Clackmannanshire,16,16,0,51290
2021-01-10,Dumfries & Galloway,5,32,3,148290
2021-01-10,East Ayrshire,29,39,2,121600
2021-01-10,East Lothian,9,8,0,107900
2021-01-10,East Renfrewshire,142,28,1,96060
2021-01-10,Na h-Eileanan Siar,0,2,0,26500
2021-01-10,Falkirk,89,41,2,160560
2021-01-10,Highland,2,40,0,235430
2021-01-10,Inverclyde,36,25,1,77060
2021-01-10,Midlothian,8,14,0,93150
2021-01-10,Moray,0,5,0,95710
2021-01-10,North Ayrshire,17,46,6,134250
2021-01-10,Orkney Islands,0,0,0,22400
2021-01-10,Scottish Borders,402,39,1,115240
2021-01-10,Shetland Islands,0,3,2,22870
2021-01-10,South Ayrshire,160,37,1,112140
2021-01-10,South Lanarkshire,83,81,2,320820
2021-01-10,Stirling,37,9,0,94080
2021-01-10,Aberdeen City,4,54,4,229060
2021-01-10,Aberdeenshire,3,46,2,260780
2021-01-10,Argyll & Bute,3,10,0,85430
2021-01-10,City of Edinburgh,174,98,2,527620
2021-01-10,Renfrewshire,389,67,1,179390
2021-01-10,West Dunbartonshire,31,21,2,88340
2021-01-10,West Lothian,119,26,1,183820
2021-01-10,Angus,97,25,0,115820
2021-01-10,Dundee City,175,55,3,148820
2021-01-10,East Dunbartonshire,104,34,1,108750
2021-01-10,Fife,27,78,7,374130
2021-01-10,Perth & Kinross,89,28,2,151910
2021-01-10,Glasgow City,502,293,7,635640
2021-01-10,North Lanarkshire,73,129,6,341140
2021-01-11,Clackmannanshire,52,15,0,51290
2021-01-11,Dumfries & Galloway,388,82,1,148290
2021-01-11,East Ayrshire,59,51,3,121600
2021-01-11,East Lothian,172,23,0,107900
2021-01-11,East Renfrewshire,227,29,1,96060
2021-01-11,Na h-Eileanan Siar,130,1,0,26500
2021-01-11,Falkirk,144,46,0,160560
2021-01-11,Highland,711,69,0,235430
2021-01-11,Inverclyde,106,41,0,77060
2021-01-11,Midlothian,216,13,0,93150
2021-01-11,Moray,213,11,0,95710
2021-01-11,North Ayrshire,138,69,3,134250
2021-01-11,Orkney Islands,94,0,0,22400
2021-01-11,Scottish Borders,178,35,0,115240
2021-01-11,Shetland Islands,97,5,0,22870
