Date,Council,Positive_Cases_per_LA
2021-04-19,Perth & Kinross,6
2021-04-19,Renfrewshire,6
2021-04-19,Scottish Borders,0
2021-04-19,Shetland Islands,0
2021-04-19,South Ayrshire,6
2021-04-19,South Lanarkshire,9
2021-04-19,Stirling,1
2021-04-19,West Dunbartonshire,4
2021-04-19,West Lothian,5
2021-04-20,Aberdeen City,5
2021-04-20,Aberdeenshire,2
2021-04-20,Angus,1
2021-04-20,Argyll & Bute,1
2021-04-20,City of Edinburgh,18
2021-04-20,Clackmannanshire,1
2021-04-20,Dumfries & Galloway,4
2021-04-20,Dundee City,5
2021-04-20,East Ayrshire,6
2021-04-20,East Dunbartonshire,7
2021-04-20,East Lothian,1
2021-04-20,East Renfrewshire,3
2021-04-20,Falkirk,5
2021-04-20,Fife,18
2021-04-20,Glasgow City,32
2021-04-20,Highland,4
2021-04-20,Inverclyde,1
2021-04-20,Midlothian,0
2021-04-20,Moray,7
2021-04-20,Na h-Eileanan Siar,0
2021-04-20,North Ayrshire,3
2021-04-20,North Lanarkshire,21
2021-04-20,Orkney Islands,0
2021-04-20,Perth & Kinross,6
2021-04-20,Renfrewshire,6
2021-04-20,Scottish Borders,1
2021-04-20,Shetland Islands,0
2021-04-20,South Ayrshire,5
2021-04-20,South Lanarkshire,10
2021-04-20,Stirling,2
2021-04-20,West Dunbartonshire,4
2021-04-20,West Lothian,6
2021-04-21,Aberdeen City,5
2021-04-21,Aberdeenshire,3
2021-04-21,Angus,1
2021-04-21,Argyll & Bute,1
2021-04-21,City of Edinburgh,19
2021-04-21,Clackmannanshire,1
2021-04-21,Dumfries & Galloway,4
2021-04-21,Dundee City,4
2021-04-21,East Ayrshire,6
2021-04-21,East Dunbartonshire,8
2021-04-21,East Lothian,1
2021-04-21,East Renfrewshire,3
2021-04-21,Falkirk,6
2021-04-21,Fife,19
2021-04-21,Glasgow City,30
2021-04-21,Highland,3
2021-04-21,Inverclyde,1
2021-04-21,Midlothian,0
2021-04-21,Moray,8
2021-04-21,Na h-Eileanan Siar,0
2021-04-21,North Ayrshire,3
2021-04-21,North Lanarkshire,18
2021-04-21,Orkney Islands,0
2021-04-21,Perth & Kinross,6
2021-04-21,Renfrewshire,6
2021-04-21,Scottish Borders,1
2021-04-21,Shetland Islands,0
2021-04-21,South Ayrshire,4
2021-04-21,South Lanarkshire,8
2021-04-21,Stirling,1
2021-04-21,West Dunbartonshire,3
2021-04-21,West Lothian,5
2021-04-22,Aberdeen City,4
2021-04-22,Aberdeenshire,3
2021-04-22,Angus,1
2021-04-22,Argyll & Bute,1
2021-04-22,City of Edinburgh,20
2021-04-22,Clackmannanshire,1
2021-04-22,Dumfries & Galloway,5
2021-04-22,Dundee City,3
2021-04-22,East Ayrshire,6
2021-04-22,East Dunbartonshire,8
2021-04-22,East Lothian,1
2021-04-22,East Renfrewshire,3
2021-04-22,Falkirk,5
2021-04-22,Fife,18
2021-04-22,Glasgow City,27
2021-04-22,Highland,3
2021-04-22,Inverclyde,1
2021-04-22,Midlothian,0
2021-04-22,Moray,9
2021-04-22,Na h-Eileanan Siar,0
2021-04-22,North Ayrshire,3
2021-04-22,North Lanarkshire,17
2021-04-22,Orkney Islands,0
2021-04-22,Perth & Kinross,5
2021-04-22,Renfrewshire,5
2021-04-22,Scottish Borders,1
2021-04-22,Shetland Islands,0
2021-04-22,South Ayrshire,4
2021-04-22,South Lanarkshire,8
2021-04-22,Stirling,1
2021-04-22,West Dunbartonshire,3
2021-04-22,West Lothian,7
2021-04-23,Aberdeen City,5
2021-04-23,Aberdeenshire,4
2021-04-23,Angus,1
2021-04-23,Argyll & Bute,1
2021-04-23,City of Edinburgh,21
2021-04-23,Clackmannanshire,1
2021-04-23,Dumfries & Galloway,4
2021-04-23,Dundee City,2
2021-04-23,East Ayrshire,6
2021-04-23,East Dunbartonshire,7
2021-04-23,East Lothian,0
2021-04-23,East Renfrewshire,3
2021-04-23,Falkirk,5
2021-04-23,Fife,18
2021-04-23,Glasgow City,25
2021-04-23,Highland,3
2021-04-23,Inverclyde,1
2021-04-23,Midlothian,0
2021-04-23,Moray,10
2021-04-23,Na h-Eileanan Siar,0
2021-04-23,North Ayrshire,3
2021-04-23,North Lanarkshire,16
2021-04-23,Orkney Islands,0
2021-04-23,Perth & Kinross,4
2021-04-23,Renfrewshire,4
2021-04-23,Scottish Borders,1
2021-04-23,Shetland Islands,0
2021-04-23,South Ayrshire,3
2021-04-23,South Lanarkshire,8
2021-04-23,Stirling,2
2021-04-23,West Dunbartonshire,3
2021-04-23,West Lothian,6
2021-04-24,Aberdeen City,5
2021-04-24,Aberdeenshire,4
2021-04-24,Angus,1
2021-04-24,Argyll & Bute,0
2021-04-24,City of Edinburgh,20
2021-04-24,Clackmannanshire,1
2021-04-24,Dumfries & Galloway,4
2021-04-24,Dundee City,2
2021-04-24,East Ayrshire,6
2021-04-24,East Dunbartonshire,7
2021-04-24,East Lothian,1
2021-04-24,East Renfrewshire,3
2021-04-24,Falkirk,6
2021-04-24,Fife,16
2021-04-24,Glasgow City,26
2021-04-24,Highland,4
2021-04-24,Inverclyde,1
2021-04-24,Midlothian,0
2021-04-24,Moray,11
2021-04-24,Na h-Eileanan Siar,0
2021-04-24,North Ayrshire,3
2021-04-24,North Lanarkshire,16
2021-04-24,Orkney Islands,0
2021-04-24,Perth & Kinross,3
2021-04-24,Renfrewshire,4
2021-04-24,Scottish Borders,1
2021-04-24,Shetland Islands,0
2021-04-24,South Ayrshire,2
2021-04-24,South Lanarkshire,9
2021-04-24,Stirling,2
2021-04-24,West Dunbartonshire,3
2021-04-24,West Lothian,6
2021-04-25,Aberdeen City,5
2021-04-25,Aberdeenshire,4
2021-04-25,Angus,2
2021-04-25,Argyll & Bute,0
2021-04-25,City of Edinburgh,20
2021-04-25,Clackmannanshire,1
2021-04-25,Dumfries & Galloway,4
2021-04-25,Dundee City,2
2021-04-25,East Ayrshire,7
2021-04-25,East Dunbartonshire,6
2021-04-25,East Lothian,0
2021-04-25,East Renfrewshire,4
2021-04-25,Falkirk,6
2021-04-25,Fife,16
2021-04-25,Glasgow City,24
2021-04-25,Highland,4
2021-04-25,Inverclyde,1
2021-04-25,Midlothian,1
2021-04-25,Moray,11
2021-04-25,Na h-Eileanan Siar,0
2021-04-25,North Ayrshire,3
2021-04-25,North Lanarkshire,16
2021-04-25,Orkney Islands,0
2021-04-25,Perth & Kinross,3
2021-04-25,Renfrewshire,3
2021-04-25,Scottish Borders,1
2021-04-25,Shetland Islands,0
2021-04-25,South Ayrshire,2
2021-04-25,South Lanarkshire,9
2021-04-25,Stirling,2
2021-04-25,West Dunbartonshire,3
2021-04-25,West Lothian,7
2021-04-26,Aberdeen City,5
2021-04-26,Aberdeenshire,4
2021-04-26,Angus,2
2021-04-26,Argyll & Bute,0
2021-04-26,City of Edinburgh,19
2021-04-26,Clackmannanshire,1
2021-04-26,Dumfries & Galloway,3
2021-04-26,Dundee City,1
2021-04-26,East Ayrshire,6
2021-04-26,East Dunbartonshire,6
2021-04-26,East Lothian,0
2021-04-26,East Renfrewshire,3
2021-04-26,Falkirk,6
2021-04-26,Fife,15
2021-04-26,Glasgow City,25
2021-04-26,Highland,4
2021-04-26,Inverclyde,1
2021-04-26,Midlothian,1
2021-04-26,Moray,11
2021-04-26,Na h-Eileanan Siar,0
2021-04-26,North Ayrshire,3
2021-04-26,North Lanarkshire,16
2021-04-26,Orkney Islands,0
2021-04-26,Perth & Kinross,2
2021-04-26,Renfrewshire,3
2021-04-26,Scottish Borders,1
2021-04-26,Shetland Islands,0
2021-04-26,South Ayrshire,2
2021-04-26,South Lanarkshire,9
2021-04-26,Stirling,2
2021-04-26,West Dunbartonshire,3
2021-04-26,West Lothian,7
2021-04-27,Aberdeen City,4
2021-04-27,Aberdeenshire,3
2021-04-27,Angus,1
2021-04-27,Argyll & Bute,0
2021-04-27,City of Edinburgh,18
2021-04-27,Clackmannanshire,2
2021-04-27,Dumfries & Galloway,3
2021-04-27,Dundee City,2
2021-04-27,East Ayrshire,7
2021-04-27,East Dunbartonshire,6
2021-04-27,East Lothian,1
2021-04-27,East Renfrewshire,3
2021-04-27,Falkirk,7
2021-04-27,Fife,14
2021-04-27,Glasgow City,28
2021-04-27,Highland,3
2021-04-27,Inverclyde,1
2021-04-27,Midlothian,1
2021-04-27,Moray,13
2021-04-27,Na h-Eileanan Siar,0
2021-04-27,North Ayrshire,3
2021-04-27,North Lanarkshire,15
2021-04-27,Orkney Islands,0
2021-04-27,Perth & Kinross,2
2021-04-27,Renfrewshire,3
2021-04-27,Scottish Borders,1
2021-04-27,Shetland Islands,0
2021-04-27,South Ayrshire,2
2021-04-27,South Lanarkshire,9
2021-04-27,Stirling,2
2021-04-27,West Dunbartonshire,3
2021-04-27,West Lothian,7
2021-04-28,Aberdeen City,6
2021-04-28,Aberdeenshire,3
2021-04-28,Angus,1
2021-04-28,Argyll & Bute,0
2021-04-28,City of Edinburgh,17
2021-04-28,Clackmannanshire,2
2021-04-28,Dumfries & Galloway,3
2021-04-28,Dundee City,2
2021-04-28,East Ayrshire,6
2021-04-28,East Dunbartonshire,4
2021-04-28,East Lothian,1
2021-04-28,East Renfrewshire,3
2021-04-28,Falkirk,7
2021-04-28,Fife,13
2021-04-28,Glasgow City,32
2021-04-28,Highland,3
2021-04-28,Inverclyde,1
2021-04-28,Midlothian,2
2021-04-28,Moray,13
2021-04-28,Na h-Eileanan Siar,0
2021-04-28,North Ayrshire,3
2021-04-28,North Lanarkshire,16
2021-04-28,Orkney Islands,0
2021-04-28,Perth & Kinross,2
2021-04-28,Renfrewshire,3
2021-04-28,Scottish Borders,1
2021-04-28,Shetland Islands,0
2021-04-28,South Ayrshire,2
2021-04-28,South Lanarkshire,10
2021-04-28,Stirling,2
2021-04-28,West Dunbartonshire,2
2021-04-28,West Lothian,7
2021-04-29,Aberdeen City,6
2021-04-29,Aberdeenshire,4
2021-04-29,Angus,1
2021-04-29,Argyll & Bute,0
2021-04-29,City of Edinburgh,14
2021-04-29,Clackmannanshire,3
2021-04-29,Dumfries & Galloway,2
2021-04-29,Dundee City,3
2021-04-29,East Ayrshire,5
2021-04-29,East Dunbartonshire,4
2021-04-29,East Lothian,1
2021-04-29,East Renfrewshire,4
2021-04-29,Falkirk,7
2021-04-29,Fife,12
2021-04-29,Glasgow City,39
2021-04-29,Highland,3
2021-04-29,Inverclyde,0
2021-04-29,Midlothian,3
2021-04-29,Moray,14
2021-04-29,Na h-Eileanan Siar,0
2021-04-29,North Ayrshire,4
2021-04-29,North Lanarkshire,17
2021-04-29,Orkney Islands,0
2021-04-29,Perth & Kinross,2
2021-04-29,Renfrewshire,3
2021-04-29,Scottish Borders,1
2021-04-29,Shetland Islands,0
2021-04-29,South Ayrshire,2
2021-04-29,South Lanarkshire,9
2021-04-29,Stirling,2
2021-04-29,West Dunbartonshire,2
2021-04-29,West Lothian,6
2021-04-30,Aberdeen City,6
2021-04-30,Aberdeenshire,3
2021-04-30,Angus,2
2021-04-30,Argyll & Bute,0
2021-04-30,City of Edinburgh,13
2021-04-30,Clackmannanshire,3
2021-04-30,Dumfries & Galloway,1
2021-04-30,Dundee City,3
2021-04-30,East Ayrshire,5
2021-04-30,East Dunbartonshire,3
2021-04-30,East Lothian,1
2021-04-30,East Renfrewshire,4
2021-04-30,Falkirk,7
2021-04-30,Fife,12
2021-04-30,Glasgow City,44
2021-04-30,Highland,3
2021-04-30,Inverclyde,0
2021-04-30,Midlothian,3
2021-04-30,Moray,13
2021-04-30,Na h-Eileanan Siar,0
2021-04-30,North Ayrshire,5
2021-04-30,North Lanarkshire,16
2021-04-30,Orkney Islands,0
2021-04-30,Perth & Kinross,2
2021-04-30,Renfrewshire,4
2021-04-30,Scottish Borders,1
2021-04-30,Shetland Islands,0
2021-04-30,South Ayrshire,2
2021-04-30,South Lanarkshire,10
2021-04-30,Stirling,2
2021-04-30,West Dunbartonshire,2
2021-04-30,West Lothian,7
2021-05-01,Aberdeen City,6
2021-05-01,Aberdeenshire,4
2021-05-01,Angus,2
2021-05-01,Argyll & Bute,0
2021-05-01,City of Edinburgh,14
2021-05-01,Clackmannanshire,3
2021-05-01,Dumfries & Galloway,1
2021-05-01,Dundee City,4
2021-05-01,East Ayrshire,6
2021-05-01,East Dunbartonshire,3
2021-05-01,East Lothian,1
2021-05-01,East Renfrewshire,4
2021-05-01,Falkirk,6
2021-05-01,Fife,13
2021-05-01,Glasgow City,47
2021-05-01,Highland,2
2021-05-01,Inverclyde,0
2021-05-01,Midlothian,4
2021-05-01,Moray,14
2021-05-01,Na h-Eileanan Siar,0
2021-05-01,North Ayrshire,5
2021-05-01,North Lanarkshire,16
2021-05-01,Orkney Islands,0
2021-05-01,Perth & Kinross,3
2021-05-01,Renfrewshire,4
2021-05-01,Scottish Borders,1
2021-05-01,Shetland Islands,0
2021-05-01,South Ayrshire,3
2021-05-01,South Lanarkshire,11
2021-05-01,Stirling,2
2021-05-01,West Dunbartonshire,2
2021-05-01,West Lothian,6
2021-05-02,Aberdeen City,7
2021-05-02,Aberdeenshire,4
2021-05-02,Angus,2
2021-05-02,Argyll & Bute,0
2021-05-02,City of Edinburgh,14
2021-05-02,Clackmannanshire,3
2021-05-02,Dumfries & Galloway,1
2021-05-02,Dundee City,4
2021-05-02,East Ayrshire,5
2021-05-02,East Dunbartonshire,3
2021-05-02,East Lothian,1
2021-05-02,East Renfrewshire,5
2021-05-02,Falkirk,6
2021-05-02,Fife,14
2021-05-02,Glasgow City,53
2021-05-02,Highland,2
2021-05-02,Inverclyde,0
2021-05-02,Midlothian,5
2021-05-02,Moray,14
2021-05-02,Na h-Eileanan Siar,0
2021-05-02,North Ayrshire,5
2021-05-02,North Lanarkshire,16
2021-05-02,Orkney Islands,0
2021-05-02,Perth & Kinross,3
2021-05-02,Renfrewshire,5
2021-05-02,Scottish Borders,1
2021-05-02,Shetland Islands,0
2021-05-02,South Ayrshire,3
2021-05-02,South Lanarkshire,12
2021-05-02,Stirling,2
2021-05-02,West Dunbartonshire,2
2021-05-02,West Lothian,5
2021-05-03,Aberdeen City,7
2021-05-03,Aberdeenshire,5
2021-05-03,Angus,2
2021-05-03,Argyll & Bute,0
2021-05-03,City of Edinburgh,15
2021-05-03,Clackmannanshire,4
2021-05-03,Dumfries & Galloway,1
2021-05-03,Dundee City,4
2021-05-03,East Ayrshire,5
2021-05-03,East Dunbartonshire,3
2021-05-03,East Lothian,1
2021-05-03,East Renfrewshire,5
2021-05-03,Falkirk,6
2021-05-03,Fife,15
2021-05-03,Glasgow City,64
2021-05-03,Highland,2
2021-05-03,Inverclyde,1
2021-05-03,Midlothian,6
2021-05-03,Moray,13
2021-05-03,Na h-Eileanan Siar,0
2021-05-03,North Ayrshire,5
2021-05-03,North Lanarkshire,17
2021-05-03,Orkney Islands,0
2021-05-03,Perth & Kinross,4
2021-05-03,Renfrewshire,5
2021-05-03,Scottish Borders,1
2021-05-03,Shetland Islands,0
2021-05-03,South Ayrshire,3
2021-05-03,South Lanarkshire,15
2021-05-03,Stirling,3
2021-05-03,West Dunbartonshire,1
2021-05-03,West Lothian,6
2021-05-04,Aberdeen City,8
2021-05-04,Aberdeenshire,5
2021-05-04,Angus,2
2021-05-04,Argyll & Bute,0
2021-05-04,City of Edinburgh,15
2021-05-04,Clackmannanshire,4
2021-05-04,Dumfries & Galloway,1
2021-05-04,Dundee City,3
2021-05-04,East Ayrshire,4
2021-05-04,East Dunbartonshire,4
2021-05-04,East Lothian,1
2021-05-04,East Renfrewshire,7
2021-05-04,Falkirk,5
2021-05-04,Fife,17
2021-05-04,Glasgow City,73
2021-05-04,Highland,2
2021-05-04,Inverclyde,2
2021-05-04,Midlothian,7
2021-05-04,Moray,10
2021-05-04,Na h-Eileanan Siar,0
2021-05-04,North Ayrshire,5
2021-05-04,North Lanarkshire,17
2021-05-04,Orkney Islands,0
2021-05-04,Perth & Kinross,5
2021-05-04,Renfrewshire,5
2021-05-04,Scottish Borders,1
2021-05-04,Shetland Islands,0
2021-05-04,South Ayrshire,4
2021-05-04,South Lanarkshire,17
2021-05-04,Stirling,3
2021-05-04,West Dunbartonshire,1
2021-05-04,West Lothian,6
2021-05-05,Aberdeen City,6
2021-05-05,Aberdeenshire,5
2021-05-05,Angus,2
2021-05-05,Argyll & Bute,0
2021-05-05,City of Edinburgh,15
2021-05-05,Clackmannanshire,3
2021-05-05,Dumfries & Galloway,1
2021-05-05,Dundee City,3
2021-05-05,East Ayrshire,4
2021-05-05,East Dunbartonshire,6
2021-05-05,East Lothian,1
2021-05-05,East Renfrewshire,9
2021-05-05,Falkirk,5
2021-05-05,Fife,17
2021-05-05,Glasgow City,82
2021-05-05,Highland,3
2021-05-05,Inverclyde,2
2021-05-05,Midlothian,6
2021-05-05,Moray,9
2021-05-05,Na h-Eileanan Siar,0
2021-05-05,North Ayrshire,5
2021-05-05,North Lanarkshire,18
2021-05-05,Orkney Islands,0
2021-05-05,Perth & Kinross,6
2021-05-05,Renfrewshire,5
2021-05-05,Scottish Borders,0
2021-05-05,Shetland Islands,0
2021-05-05,South Ayrshire,3
2021-05-05,South Lanarkshire,18
2021-05-05,Stirling,3
2021-05-05,West Dunbartonshire,1
2021-05-05,West Lothian,7
2021-05-06,Aberdeen City,6
2021-05-06,Aberdeenshire,5
2021-05-06,Angus,2
2021-05-06,Argyll & Bute,0
2021-05-06,City of Edinburgh,18
2021-05-06,Clackmannanshire,2
2021-05-06,Dumfries & Galloway,1
2021-05-06,Dundee City,3
2021-05-06,East Ayrshire,4
2021-05-06,East Dunbartonshire,6
2021-05-06,East Lothian,1
2021-05-06,East Renfrewshire,10
2021-05-06,Falkirk,5
2021-05-06,Fife,18
2021-05-06,Glasgow City,86
2021-05-06,Highland,3
2021-05-06,Inverclyde,2
2021-05-06,Midlothian,7
2021-05-06,Moray,8
2021-05-06,Na h-Eileanan Siar,0
2021-05-06,North Ayrshire,5
2021-05-06,North Lanarkshire,17
2021-05-06,Orkney Islands,0
2021-05-06,Perth & Kinross,6
2021-05-06,Renfrewshire,6
2021-05-06,Scottish Borders,1
2021-05-06,Shetland Islands,0
2021-05-06,South Ayrshire,3
2021-05-06,South Lanarkshire,21
2021-05-06,Stirling,3
2021-05-06,West Dunbartonshire,1
2021-05-06,West Lothian,7
2021-05-07,Aberdeen City,6
2021-05-07,Aberdeenshire,6
2021-05-07,Angus,2
2021-05-07,Argyll & Bute,0
2021-05-07,City of Edinburgh,20
2021-05-07,Clackmannanshire,2
2021-05-07,Dumfries & Galloway,1
2021-05-07,Dundee City,3
2021-05-07,East Ayrshire,4
2021-05-07,East Dunbartonshire,7
2021-05-07,East Lothian,1
2021-05-07,East Renfrewshire,12
2021-05-07,Falkirk,6
2021-05-07,Fife,19
2021-05-07,Glasgow City,91
2021-05-07,Highland,2
2021-05-07,Inverclyde,2
2021-05-07,Midlothian,7
2021-05-07,Moray,8
2021-05-07,Na h-Eileanan Siar,0
2021-05-07,North Ayrshire,5
2021-05-07,North Lanarkshire,17
2021-05-07,Orkney Islands,0
2021-05-07,Perth & Kinross,7
2021-05-07,Renfrewshire,7
2021-05-07,Scottish Borders,1
2021-05-07,Shetland Islands,0
2021-05-07,South Ayrshire,3
2021-05-07,South Lanarkshire,22
2021-05-07,Stirling,4
2021-05-07,West Dunbartonshire,1
2021-05-07,West Lothian,7
2021-05-08,Aberdeen City,6
2021-05-08,Aberdeenshire,6
2021-05-08,Angus,1
2021-05-08,Argyll & Bute,0
2021-05-08,City of Edinburgh,21
2021-05-08,Clackmannanshire,2
2021-05-08,Dumfries & Galloway,1
2021-05-08,Dundee City,3
2021-05-08,East Ayrshire,4
2021-05-08,East Dunbartonshire,7
2021-05-08,East Lothian,2
2021-05-08,East Renfrewshire,13
2021-05-08,Falkirk,6
2021-05-08,Fife,21
2021-05-08,Glasgow City,95
2021-05-08,Highland,2
2021-05-08,Inverclyde,2
2021-05-08,Midlothian,8
2021-05-08,Moray,7
2021-05-08,Na h-Eileanan Siar,0
2021-05-08,North Ayrshire,5
2021-05-08,North Lanarkshire,17
2021-05-08,Orkney Islands,0
2021-05-08,Perth & Kinross,6
2021-05-08,Renfrewshire,7
2021-05-08,Scottish Borders,1
2021-05-08,Shetland Islands,0
2021-05-08,South Ayrshire,3
2021-05-08,South Lanarkshire,22
2021-05-08,Stirling,4
2021-05-08,West Dunbartonshire,1
2021-05-08,West Lothian,6
2021-05-09,Aberdeen City,5
2021-05-09,Aberdeenshire,6
2021-05-09,Angus,1
2021-05-09,Argyll & Bute,0
2021-05-09,City of Edinburgh,20
2021-05-09,Clackmannanshire,3
2021-05-09,Dumfries & Galloway,1
2021-05-09,Dundee City,3
2021-05-09,East Ayrshire,3
2021-05-09,East Dunbartonshire,7
2021-05-09,East Lothian,2
2021-05-09,East Renfrewshire,14
2021-05-09,Falkirk,6
2021-05-09,Fife,21
2021-05-09,Glasgow City,99
2021-05-09,Highland,2
2021-05-09,Inverclyde,2
2021-05-09,Midlothian,7
2021-05-09,Moray,6
2021-05-09,Na h-Eileanan Siar,0
2021-05-09,North Ayrshire,6
2021-05-09,North Lanarkshire,18
2021-05-09,Orkney Islands,0
2021-05-09,Perth & Kinross,6
2021-05-09,Renfrewshire,7
2021-05-09,Scottish Borders,1
2021-05-09,Shetland Islands,0
2021-05-09,South Ayrshire,2
2021-05-09,South Lanarkshire,21
2021-05-09,Stirling,5
2021-05-09,West Dunbartonshire,1
2021-05-09,West Lothian,7
2021-05-10,Aberdeen City,4
2021-05-10,Aberdeenshire,6
2021-05-10,Angus,2
2021-05-10,Argyll & Bute,0
2021-05-10,City of Edinburgh,22
2021-05-10,Clackmannanshire,4
2021-05-10,Dumfries & Galloway,1
2021-05-10,Dundee City,3
2021-05-10,East Ayrshire,3
2021-05-10,East Dunbartonshire,9
2021-05-10,East Lothian,2
2021-05-10,East Renfrewshire,16
2021-05-10,Falkirk,6
2021-05-10,Fife,20
2021-05-10,Glasgow City,102
2021-05-10,Highland,2
2021-05-10,Inverclyde,1
2021-05-10,Midlothian,7
2021-05-10,Moray,5
2021-05-10,Na h-Eileanan Siar,0
2021-05-10,North Ayrshire,6
2021-05-10,North Lanarkshire,17
2021-05-10,Orkney Islands,0
2021-05-10,Perth & Kinross,6
2021-05-10,Renfrewshire,9
2021-05-10,Scottish Borders,1
2021-05-10,Shetland Islands,0
2021-05-10,South Ayrshire,1
2021-05-10,South Lanarkshire,19
2021-05-10,Stirling,5
2021-05-10,West Dunbartonshire,1
2021-05-10,West Lothian,6
2021-05-11,Aberdeen City,3
2021-05-11,Aberdeenshire,6
2021-05-11,Angus,3
2021-05-11,Argyll & Bute,1
2021-05-11,City of Edinburgh,25
2021-05-11,Clackmannanshire,6
2021-05-11,Dumfries & Galloway,0
2021-05-11,Dundee City,3
2021-05-11,East Ayrshire,4
2021-05-11,East Dunbartonshire,8
2021-05-11,East Lothian,3
2021-05-11,East Renfrewshire,16
2021-05-11,Falkirk,6
2021-05-11,Fife,19
2021-05-11,Glasgow City,111
2021-05-11,Highland,1
2021-05-11,Inverclyde,0
2021-05-11,Midlothian,8
2021-05-11,Moray,5
2021-05-11,Na h-Eileanan Siar,0
2021-05-11,North Ayrshire,7
2021-05-11,North Lanarkshire,16
2021-05-11,Orkney Islands,0
2021-05-11,Perth & Kinross,6
2021-05-11,Renfrewshire,10
2021-05-11,Scottish Borders,1
2021-05-11,Shetland Islands,0
2021-05-11,South Ayrshire,1
2021-05-11,South Lanarkshire,20
2021-05-11,Stirling,4
2021-05-11,West Dunbartonshire,1
2021-05-11,West Lothian,7
2021-05-12,Aberdeen City,4
2021-05-12,Aberdeenshire,6
2021-05-12,Angus,3
2021-05-12,Argyll & Bute,2
2021-05-12,City of Edinburgh,27
2021-05-12,Clackmannanshire,8
2021-05-12,Dumfries & Galloway,1
2021-05-12,Dundee City,4
2021-05-12,East Ayrshire,4
2021-05-12,East Dunbartonshire,8
2021-05-12,East Lothian,4
2021-05-12,East Renfrewshire,15
2021-05-12,Falkirk,6
2021-05-12,Fife,18
2021-05-12,Glasgow City,115
2021-05-12,Highland,1
2021-05-12,Inverclyde,0
2021-05-12,Midlothian,10
2021-05-12,Moray,3
2021-05-12,Na h-Eileanan Siar,0
2021-05-12,North Ayrshire,9
2021-05-12,North Lanarkshire,18
2021-05-12,Orkney Islands,0
2021-05-12,Perth & Kinross,6
2021-05-12,Renfrewshire,13
2021-05-12,Scottish Borders,1
2021-05-12,Shetland Islands,0
2021-05-12,South Ayrshire,2
2021-05-12,South Lanarkshire,20
2021-05-12,Stirling,5
2021-05-12,West Dunbartonshire,1
2021-05-12,West Lothian,6
2021-05-13,Aberdeen City,4
2021-05-13,Aberdeenshire,6
2021-05-13,Angus,3
2021-05-13,Argyll & Bute,2
2021-05-13,City of Edinburgh,26
2021-05-13,Clackmannanshire,9
2021-05-13,Dumfries & Galloway,1
2021-05-13,Dundee City,5
2021-05-13,East Ayrshire,4
2021-05-13,East Dunbartonshire,9
2021-05-13,East Lothian,3
2021-05-13,East Renfrewshire,16
2021-05-13,Falkirk,8
2021-05-13,Fife,17
2021-05-13,Glasgow City,121
2021-05-13,Highland,1
2021-05-13,Inverclyde,0
2021-05-13,Midlothian,9
2021-05-13,Moray,3
2021-05-13,Na h-Eileanan Siar,0
2021-05-13,North Ayrshire,8
2021-05-13,North Lanarkshire,18
2021-05-13,Orkney Islands,0
2021-05-13,Perth & Kinross,6
2021-05-13,Renfrewshire,15
2021-05-13,Scottish Borders,1
2021-05-13,Shetland Islands,0
2021-05-13,South Ayrshire,2
2021-05-13,South Lanarkshire,21
2021-05-13,Stirling,6
2021-05-13,West Dunbartonshire,2
2021-05-13,West Lothian,5
2021-05-14,Aberdeen City,3
2021-05-14,Aberdeenshire,6
2021-05-14,Angus,3
2021-05-14,Argyll & Bute,1
2021-05-14,City of Edinburgh,28
2021-05-14,Clackmannanshire,10
2021-05-14,Dumfries & Galloway,0
2021-05-14,Dundee City,7
2021-05-14,East Ayrshire,5
2021-05-14,East Dunbartonshire,10
2021-05-14,East Lothian,4
2021-05-14,East Renfrewshire,15
2021-05-14,Falkirk,6
2021-05-14,Fife,18
2021-05-14,Glasgow City,124
2021-05-14,Highland,1
2021-05-14,Inverclyde,0
2021-05-14,Midlothian,11
2021-05-14,Moray,2
2021-05-14,Na h-Eileanan Siar,0
2021-05-14,North Ayrshire,8
2021-05-14,North Lanarkshire,18
2021-05-14,Orkney Islands,0
2021-05-14,Perth & Kinross,5
2021-05-14,Renfrewshire,17
2021-05-14,Scottish Borders,1
2021-05-14,Shetland Islands,0
2021-05-14,South Ayrshire,2
2021-05-14,South Lanarkshire,22
2021-05-14,Stirling,5
2021-05-14,West Dunbartonshire,2
2021-05-14,West Lothian,5
2021-05-15,Aberdeen City,3
2021-05-15,Aberdeenshire,4
2021-05-15,Angus,3
2021-05-15,Argyll & Bute,1
2021-05-15,City of Edinburgh,29
2021-05-15,Clackmannanshire,12
2021-05-15,Dumfries & Galloway,0
2021-05-15,Dundee City,9
2021-05-15,East Ayrshire,5
2021-05-15,East Dunbartonshire,12
2021-05-15,East Lothian,4
2021-05-15,East Renfrewshire,15
2021-05-15,Falkirk,6
2021-05-15,Fife,15
2021-05-15,Glasgow City,127
2021-05-15,Highland,2
2021-05-15,Inverclyde,0
2021-05-15,Midlothian,11
2021-05-15,Moray,2
2021-05-15,Na h-Eileanan Siar,0
2021-05-15,North Ayrshire,9
2021-05-15,North Lanarkshire,17
2021-05-15,Orkney Islands,0
2021-05-15,Perth & Kinross,5
2021-05-15,Renfrewshire,20
2021-05-15,Scottish Borders,1
2021-05-15,Shetland Islands,0
2021-05-15,South Ayrshire,2
2021-05-15,South Lanarkshire,21
2021-05-15,Stirling,4
