Date,Council,Deaths_per_LA
2021-04-19,Renfrewshire,0
2021-04-19,Scottish Borders,0
2021-04-19,Shetland Islands,0
2021-04-19,South Ayrshire,0
2021-04-19,South Lanarkshire,0
2021-04-19,Stirling,0
2021-04-19,West Dunbartonshire,0
2021-04-19,West Lothian,0
2021-04-20,Aberdeen City,0
2021-04-20,Aberdeenshire,0
2021-04-20,Angus,0
2021-04-20,Argyll & Bute,0
2021-04-20,City of Edinburgh,0
2021-04-20,Clackmannanshire,0
2021-04-20,Dumfries & Galloway,0
2021-04-20,Dundee City,0
2021-04-20,East Ayrshire,0
2021-04-20,East Dunbartonshire,0
2021-04-20,East Lothian,0
2021-04-20,East Renfrewshire,0
2021-04-20,Falkirk,0
2021-04-20,Fife,0
2021-04-20,Glasgow City,0
2021-04-20,Highland,0
2021-04-20,Inverclyde,0
2021-04-20,Midlothian,0
2021-04-20,Moray,0
2021-04-20,Na h-Eileanan Siar,0
2021-04-20,North Ayrshire,0
2021-04-20,North Lanarkshire,0
2021-04-20,Orkney Islands,0
2021-04-20,Perth & Kinross,0
2021-04-20,Renfrewshire,0
2021-04-20,Scottish Borders,0
2021-04-20,Shetland Islands,0
2021-04-20,South Ayrshire,0
2021-04-20,South Lanarkshire,0
2021-04-20,Stirling,0
2021-04-20,West Dunbartonshire,0
2021-04-20,West Lothian,0
2021-04-21,Aberdeen City,0
2021-04-21,Aberdeenshire,0
2021-04-21,Angus,0
2021-04-21,Argyll & Bute,0
2021-04-21,City of Edinburgh,0
2021-04-21,Clackmannanshire,0
2021-04-21,Dumfries & Galloway,0
2021-04-21,Dundee City,0
2021-04-21,East Ayrshire,0
2021-04-21,East Dunbartonshire,0
2021-04-21,East Lothian,0
2021-04-21,East Renfrewshire,0
2021-04-21,Falkirk,0
2021-04-21,Fife,0
2021-04-21,Glasgow City,0
2021-04-21,Highland,0
2021-04-21,Inverclyde,0
2021-04-21,Midlothian,0
2021-04-21,Moray,0
2021-04-21,Na h-Eileanan Siar,0
2021-04-21,North Ayrshire,0
2021-04-21,North Lanarkshire,0
2021-04-21,Orkney Islands,0
2021-04-21,Perth & Kinross,0
2021-04-21,Renfrewshire,0
2021-04-21,Scottish Borders,0
2021-04-21,Shetland Islands,0
2021-04-21,South Ayrshire,0
2021-04-21,South Lanarkshire,0
2021-04-21,Stirling,0
2021-04-21,West Dunbartonshire,0
2021-04-21,West Lothian,0
2021-04-22,Aberdeen City,0
2021-04-22,Aberdeenshire,0
2021-04-22,Angus,0
2021-04-22,Argyll & Bute,0
2021-04-22,City of Edinburgh,0
2021-04-22,Clackmannanshire,0
2021-04-22,Dumfries & Galloway,0
2021-04-22,Dundee City,0
2021-04-22,East Ayrshire,0
2021-04-22,East Dunbartonshire,0
2021-04-22,East Lothian,0
2021-04-22,East Renfrewshire,0
2021-04-22,Falkirk,0
2021-04-22,Fife,0
2021-04-22,Glasgow City,0
2021-04-22,Highland,0
2021-04-22,Inverclyde,0
2021-04-22,Midlothian,0
2021-04-22,Moray,0
2021-04-22,Na h-Eileanan Siar,0
2021-04-22,North Ayrshire,0
2021-04-22,North Lanarkshire,0
2021-04-22,Orkney Islands,0
2021-04-22,Perth & Kinross,0
2021-04-22,Renfrewshire,0
2021-04-22,Scottish Borders,0
2021-04-22,Shetland Islands,0
2021-04-22,South Ayrshire,0
2021-04-22,South Lanarkshire,0
2021-04-22,Stirling,0
2021-04-22,West Dunbartonshire,0
2021-04-22,West Lothian,0
2021-04-23,Aberdeen City,0
2021-04-23,Aberdeenshire,0
2021-04-23,Angus,0
2021-04-23,Argyll & Bute,0
2021-04-23,City of Edinburgh,0
2021-04-23,Clackmannanshire,0
2021-04-23,Dumfries & Galloway,0
2021-04-23,Dundee City,0
2021-04-23,East Ayrshire,0
2021-04-23,East Dunbartonshire,0
2021-04-23,East Lothian,0
2021-04-23,East Renfrewshire,0
2021-04-23,Falkirk,0
2021-04-23,Fife,0
2021-04-23,Glasgow City,0
2021-04-23,Highland,0
2021-04-23,Inverclyde,0
2021-04-23,Midlothian,0
2021-04-23,Moray,0
2021-04-23,Na h-Eileanan Siar,0
2021-04-23,North Ayrshire,0
2021-04-23,North Lanarkshire,0
2021-04-23,Orkney Islands,0
2021-04-23,Perth & Kinross,0
2021-04-23,Renfrewshire,0
2021-04-23,Scottish Borders,0
2021-04-23,Shetland Islands,0
2021-04-23,South Ayrshire,0
2021-04-23,South Lanarkshire,0
2021-04-23,Stirling,0
2021-04-23,West Dunbartonshire,0
2021-04-23,West Lothian,0
2021-04-24,Aberdeen City,0
2021-04-24,Aberdeenshire,0
2021-04-24,Angus,0
2021-04-24,Argyll & Bute,0
2021-04-24,City of Edinburgh,0
2021-04-24,Clackmannanshire,0
2021-04-24,Dumfries & Galloway,0
2021-04-24,Dundee City,0
2021-04-24,East Ayrshire,0
2021-04-24,East Dunbartonshire,0
2021-04-24,East Lothian,0
2021-04-24,East Renfrewshire,0
2021-04-24,Falkirk,0
2021-04-24,Fife,0
2021-04-24,Glasgow City,0
2021-04-24,Highland,0
2021-04-24,Inverclyde,0
2021-04-24,Midlothian,0
2021-04-24,Moray,0
2021-04-24,Na h-Eileanan Siar,0
2021-04-24,North Ayrshire,0
2021-04-24,North Lanarkshire,0
2021-04-24,Orkney Islands,0
2021-04-24,Perth & Kinross,0
2021-04-24,Renfrewshire,0
2021-04-24,Scottish Borders,0
2021-04-24,Shetland Islands,0
2021-04-24,South Ayrshire,0
2021-04-24,South Lanarkshire,0
2021-04-24,Stirling,0
2021-04-24,West Dunbartonshire,0
2021-04-24,West Lothian,0
2021-04-25,Aberdeen City,0
2021-04-25,Aberdeenshire,0
2021-04-25,Angus,0
2021-04-25,Argyll & Bute,0
2021-04-25,City of Edinburgh,0
2021-04-25,Clackmannanshire,0
2021-04-25,Dumfries & Galloway,0
2021-04-25,Dundee City,0
2021-04-25,East Ayrshire,0
2021-04-25,East Dunbartonshire,0
2021-04-25,East Lothian,0
2021-04-25,East Renfrewshire,0
2021-04-25,Falkirk,0
2021-04-25,Fife,0
2021-04-25,Glasgow City,0
2021-04-25,Highland,0
2021-04-25,Inverclyde,0
2021-04-25,Midlothian,0
2021-04-25,Moray,0
2021-04-25,Na h-Eileanan Siar,0
2021-04-25,North Ayrshire,0
2021-04-25,North Lanarkshire,0
2021-04-25,Orkney Islands,0
2021-04-25,Perth & Kinross,0
2021-04-25,Renfrewshire,0
2021-04-25,Scottish Borders,0
2021-04-25,Shetland Islands,0
2021-04-25,South Ayrshire,0
2021-04-25,South Lanarkshire,0
2021-04-25,Stirling,0
2021-04-25,West Dunbartonshire,0
2021-04-25,West Lothian,0
2021-04-26,Aberdeen City,0
2021-04-26,Aberdeenshire,0
2021-04-26,Angus,0
2021-04-26,Argyll & Bute,0
2021-04-26,City of Edinburgh,0
2021-04-26,Clackmannanshire,0
2021-04-26,Dumfries & Galloway,0
2021-04-26,Dundee City,0
2021-04-26,East Ayrshire,0
2021-04-26,East Dunbartonshire,0
2021-04-26,East Lothian,0
2021-04-26,East Renfrewshire,0
2021-04-26,Falkirk,0
2021-04-26,Fife,0
2021-04-26,Glasgow City,0
2021-04-26,Highland,0
2021-04-26,Inverclyde,0
2021-04-26,Midlothian,0
2021-04-26,Moray,0
2021-04-26,Na h-Eileanan Siar,0
2021-04-26,North Ayrshire,0
2021-04-26,North Lanarkshire,0
2021-04-26,Orkney Islands,0
2021-04-26,Perth & Kinross,0
2021-04-26,Renfrewshire,0
2021-04-26,Scottish Borders,0
2021-04-26,Shetland Islands,0
2021-04-26,South Ayrshire,0
2021-04-26,South Lanarkshire,0
2021-04-26,Stirling,0
2021-04-26,West Dunbartonshire,0
2021-04-26,West Lothian,0
2021-04-27,Aberdeen City,0
2021-04-27,Aberdeenshire,0
2021-04-27,Angus,0
2021-04-27,Argyll & Bute,0
2021-04-27,City of Edinburgh,0
2021-04-27,Clackmannanshire,0
2021-04-27,Dumfries & Galloway,0
2021-04-27,Dundee City,0
2021-04-27,East Ayrshire,0
2021-04-27,East Dunbartonshire,0
2021-04-27,East Lothian,0
2021-04-27,East Renfrewshire,0
2021-04-27,Falkirk,0
2021-04-27,Fife,0
2021-04-27,Glasgow City,0
2021-04-27,Highland,0
2021-04-27,Inverclyde,0
2021-04-27,Midlothian,0
2021-04-27,Moray,0
2021-04-27,Na h-Eileanan Siar,0
2021-04-27,North Ayrshire,0
2021-04-27,North Lanarkshire,0
2021-04-27,Orkney Islands,0
2021-04-27,Perth & Kinross,0
2021-04-27,Renfrewshire,0
2021-04-27,Scottish Borders,0
2021-04-27,Shetland Islands,0
2021-04-27,South Ayrshire,0
2021-04-27,South Lanarkshire,0
2021-04-27,Stirling,0
2021-04-27,West Dunbartonshire,0
2021-04-27,West Lothian,0
2021-04-28,Aberdeen City,0
2021-04-28,Aberdeenshire,0
2021-04-28,Angus,0
2021-04-28,Argyll & Bute,0
2021-04-28,City of Edinburgh,0
2021-04-28,Clackmannanshire,0
2021-04-28,Dumfries & Galloway,0
2021-04-28,Dundee City,0
2021-04-28,East Ayrshire,0
2021-04-28,East Dunbartonshire,0
2021-04-28,East Lothian,0
2021-04-28,East Renfrewshire,0
2021-04-28,Falkirk,0
2021-04-28,Fife,0
2021-04-28,Glasgow City,0
2021-04-28,Highland,0
2021-04-28,Inverclyde,0
2021-04-28,Midlothian,0
2021-04-28,Moray,0
2021-04-28,Na h-Eileanan Siar,0
2021-04-28,North Ayrshire,0
2021-04-28,North Lanarkshire,0
2021-04-28,Orkney Islands,0
2021-04-28,Perth & Kinross,0
2021-04-28,Renfrewshire,0
2021-04-28,Scottish Borders,0
2021-04-28,Shetland Islands,0
2021-04-28,South Ayrshire,0
2021-04-28,South Lanarkshire,0
2021-04-28,Stirling,0
2021-04-28,West Dunbartonshire,0
2021-04-28,West Lothian,0
2021-04-29,Aberdeen City,0
2021-04-29,Aberdeenshire,0
2021-04-29,Angus,0
2021-04-29,Argyll & Bute,0
2021-04-29,City of Edinburgh,0
2021-04-29,Clackmannanshire,0
2021-04-29,Dumfries & Galloway,0
2021-04-29,Dundee City,0
2021-04-29,East Ayrshire,0
2021-04-29,East Dunbartonshire,0
2021-04-29,East Lothian,0
2021-04-29,East Renfrewshire,0
2021-04-29,Falkirk,0
2021-04-29,Fife,0
2021-04-29,Glasgow City,0
2021-04-29,Highland,0
2021-04-29,Inverclyde,0
2021-04-29,Midlothian,0
2021-04-29,Moray,0
2021-04-29,Na h-Eileanan Siar,0
2021-04-29,North Ayrshire,0
2021-04-29,North Lanarkshire,0
2021-04-29,Orkney Islands,0
2021-04-29,Perth & Kinross,0
2021-04-29,Renfrewshire,0
2021-04-29,Scottish Borders,0
2021-04-29,Shetland Islands,0
2021-04-29,South Ayrshire,0
2021-04-29,South Lanarkshire,0
2021-04-29,Stirling,0
2021-04-29,West Dunbartonshire,0
2021-04-29,West Lothian,0
2021-04-30,Aberdeen City,0
2021-04-30,Aberdeenshire,0
2021-04-30,Angus,0
2021-04-30,Argyll & Bute,0
2021-04-30,City of Edinburgh,0
2021-04-30,Clackmannanshire,0
2021-04-30,Dumfries & Galloway,0
2021-04-30,Dundee City,0
2021-04-30,East Ayrshire,0
2021-04-30,East Dunbartonshire,0
2021-04-30,East Lothian,0
2021-04-30,East Renfrewshire,0
2021-04-30,Falkirk,0
2021-04-30,Fife,0
2021-04-30,Glasgow City,0
2021-04-30,Highland,0
2021-04-30,Inverclyde,0
2021-04-30,Midlothian,0
2021-04-30,Moray,0
2021-04-30,Na h-Eileanan Siar,0
2021-04-30,North Ayrshire,0
2021-04-30,North Lanarkshire,0
2021-04-30,Orkney Islands,0
2021-04-30,Perth & Kinross,0
2021-04-30,Renfrewshire,0
2021-04-30,Scottish Borders,0
2021-04-30,Shetland Islands,0
2021-04-30,South Ayrshire,0
2021-04-30,South Lanarkshire,0
2021-04-30,Stirling,0
2021-04-30,West Dunbartonshire,0
2021-04-30,West Lothian,0
2021-05-01,Aberdeen City,0
2021-05-01,Aberdeenshire,0
2021-05-01,Angus,0
2021-05-01,Argyll & Bute,0
2021-05-01,City of Edinburgh,0
2021-05-01,Clackmannanshire,0
2021-05-01,Dumfries & Galloway,0
2021-05-01,Dundee City,0
2021-05-01,East Ayrshire,0
2021-05-01,East Dunbartonshire,0
2021-05-01,East Lothian,0
2021-05-01,East Renfrewshire,0
2021-05-01,Falkirk,0
2021-05-01,Fife,0
2021-05-01,Glasgow City,0
2021-05-01,Highland,0
2021-05-01,Inverclyde,0
2021-05-01,Midlothian,0
2021-05-01,Moray,0
2021-05-01,Na h-Eileanan Siar,0
2021-05-01,North Ayrshire,0
2021-05-01,North Lanarkshire,0
2021-05-01,Orkney Islands,0
2021-05-01,Perth & Kinross,0
2021-05-01,Renfrewshire,0
2021-05-01,Scottish Borders,0
2021-05-01,Shetland Islands,0
2021-05-01,South Ayrshire,0
2021-05-01,South Lanarkshire,0
2021-05-01,Stirling,0
2021-05-01,West Dunbartonshire,0
2021-05-01,West Lothian,0
2021-05-02,Aberdeen City,0
2021-05-02,Aberdeenshire,0
2021-05-02,Angus,0
2021-05-02,Argyll & Bute,0
2021-05-02,City of Edinburgh,0
2021-05-02,Clackmannanshire,0
2021-05-02,Dumfries & Galloway,0
2021-05-02,Dundee City,0
2021-05-02,East Ayrshire,0
2021-05-02,East Dunbartonshire,0
2021-05-02,East Lothian,0
2021-05-02,East Renfrewshire,0
2021-05-02,Falkirk,0
2021-05-02,Fife,0
2021-05-02,Glasgow City,0
2021-05-02,Highland,0
2021-05-02,Inverclyde,0
2021-05-02,Midlothian,0
2021-05-02,Moray,0
2021-05-02,Na h-Eileanan Siar,0
2021-05-02,North Ayrshire,0
2021-05-02,North Lanarkshire,0
2021-05-02,Orkney Islands,0
2021-05-02,Perth & Kinross,0
2021-05-02,Renfrewshire,0
2021-05-02,Scottish Borders,0
2021-05-02,Shetland Islands,0
2021-05-02,South Ayrshire,0
2021-05-02,South Lanarkshire,0
2021-05-02,Stirling,0
2021-05-02,West Dunbartonshire,0
2021-05-02,West Lothian,0
2021-05-03,Aberdeen City,0
2021-05-03,Aberdeenshire,0
2021-05-03,Angus,0
2021-05-03,Argyll & Bute,0
2021-05-03,City of Edinburgh,0
2021-05-03,Clackmannanshire,0
2021-05-03,Dumfries & Galloway,0
2021-05-03,Dundee City,0
2021-05-03,East Ayrshire,0
2021-05-03,East Dunbartonshire,0
2021-05-03,East Lothian,0
2021-05-03,East Renfrewshire,0
2021-05-03,Falkirk,0
2021-05-03,Fife,0
2021-05-03,Glasgow City,0
2021-05-03,Highland,0
2021-05-03,Inverclyde,0
2021-05-03,Midlothian,0
2021-05-03,Moray,0
2021-05-03,Na h-Eileanan Siar,0
2021-05-03,North Ayrshire,0
2021-05-03,North Lanarkshire,0
2021-05-03,Orkney Islands,0
2021-05-03,Perth & Kinross,0
2021-05-03,Renfrewshire,0
2021-05-03,Scottish Borders,0
2021-05-03,Shetland Islands,0
2021-05-03,South Ayrshire,0
2021-05-03,South Lanarkshire,0
2021-05-03,Stirling,0
2021-05-03,West Dunbartonshire,0
2021-05-03,West Lothian,0
2021-05-04,Aberdeen City,0
2021-05-04,Aberdeenshire,0
2021-05-04,Angus,0
2021-05-04,Argyll & Bute,0
2021-05-04,City of Edinburgh,0
2021-05-04,Clackmannanshire,0
2021-05-04,Dumfries & Galloway,0
2021-05-04,Dundee City,0
2021-05-04,East Ayrshire,0
2021-05-04,East Dunbartonshire,0
2021-05-04,East Lothian,0
2021-05-04,East Renfrewshire,0
2021-05-04,Falkirk,0
2021-05-04,Fife,0
2021-05-04,Glasgow City,0
2021-05-04,Highland,0
2021-05-04,Inverclyde,0
2021-05-04,Midlothian,0
2021-05-04,Moray,0
2021-05-04,Na h-Eileanan Siar,0
2021-05-04,North Ayrshire,0
2021-05-04,North Lanarkshire,0
2021-05-04,Orkney Islands,0
2021-05-04,Perth & Kinross,0
2021-05-04,Renfrewshire,0
2021-05-04,Scottish Borders,0
2021-05-04,Shetland Islands,0
2021-05-04,South Ayrshire,0
2021-05-04,South Lanarkshire,0
2021-05-04,Stirling,0
2021-05-04,West Dunbartonshire,0
2021-05-04,West Lothian,0
2021-05-05,Aberdeen City,0
2021-05-05,Aberdeenshire,0
2021-05-05,Angus,0
2021-05-05,Argyll & Bute,0
2021-05-05,City of Edinburgh,0
2021-05-05,Clackmannanshire,0
2021-05-05,Dumfries & Galloway,0
2021-05-05,Dundee City,0
2021-05-05,East Ayrshire,0
2021-05-05,East Dunbartonshire,0
2021-05-05,East Lothian,0
2021-05-05,East Renfrewshire,0
2021-05-05,Falkirk,0
2021-05-05,Fife,0
2021-05-05,Glasgow City,0
2021-05-05,Highland,0
2021-05-05,Inverclyde,0
2021-05-05,Midlothian,0
2021-05-05,Moray,0
2021-05-05,Na h-Eileanan Siar,0
2021-05-05,North Ayrshire,0
2021-05-05,North Lanarkshire,0
2021-05-05,Orkney Islands,0
2021-05-05,Perth & Kinross,0
2021-05-05,Renfrewshire,0
2021-05-05,Scottish Borders,0
2021-05-05,Shetland Islands,0
2021-05-05,South Ayrshire,0
2021-05-05,South Lanarkshire,0
2021-05-05,Stirling,0
2021-05-05,West Dunbartonshire,0
2021-05-05,West Lothian,0
2021-05-06,Aberdeen City,0
2021-05-06,Aberdeenshire,0
2021-05-06,Angus,0
2021-05-06,Argyll & Bute,0
2021-05-06,City of Edinburgh,0
2021-05-06,Clackmannanshire,0
2021-05-06,Dumfries & Galloway,0
2021-05-06,Dundee City,0
2021-05-06,East Ayrshire,0
2021-05-06,East Dunbartonshire,0
2021-05-06,East Lothian,0
2021-05-06,East Renfrewshire,0
2021-05-06,Falkirk,0
2021-05-06,Fife,0
2021-05-06,Glasgow City,0
2021-05-06,Highland,0
2021-05-06,Inverclyde,0
2021-05-06,Midlothian,0
2021-05-06,Moray,0
2021-05-06,Na h-Eileanan Siar,0
2021-05-06,North Ayrshire,0
2021-05-06,North Lanarkshire,0
2021-05-06,Orkney Islands,0
2021-05-06,Perth & Kinross,0
2021-05-06,Renfrewshire,0
2021-05-06,Scottish Borders,0
2021-05-06,Shetland Islands,0
2021-05-06,South Ayrshire,0
2021-05-06,South Lanarkshire,0
2021-05-06,Stirling,0
2021-05-06,West Dunbartonshire,0
2021-05-06,West Lothian,0
2021-05-07,Aberdeen City,0
2021-05-07,Aberdeenshire,0
2021-05-07,Angus,0
2021-05-07,Argyll & Bute,0
2021-05-07,City of Edinburgh,0
2021-05-07,Clackmannanshire,0
2021-05-07,Dumfries & Galloway,0
2021-05-07,Dundee City,0
2021-05-07,East Ayrshire,0
2021-05-07,East Dunbartonshire,0
2021-05-07,East Lothian,0
2021-05-07,East Renfrewshire,0
2021-05-07,Falkirk,0
2021-05-07,Fife,0
2021-05-07,Glasgow City,0
2021-05-07,Highland,0
2021-05-07,Inverclyde,0
2021-05-07,Midlothian,0
2021-05-07,Moray,0
2021-05-07,Na h-Eileanan Siar,0
2021-05-07,North Ayrshire,0
2021-05-07,North Lanarkshire,0
2021-05-07,Orkney Islands,0
2021-05-07,Perth & Kinross,0
2021-05-07,Renfrewshire,0
2021-05-07,Scottish Borders,0
2021-05-07,Shetland Islands,0
2021-05-07,South Ayrshire,0
2021-05-07,South Lanarkshire,0
2021-05-07,Stirling,0
2021-05-07,West Dunbartonshire,0
2021-05-07,West Lothian,0
2021-05-08,Aberdeen City,0
2021-05-08,Aberdeenshire,0
2021-05-08,Angus,0
2021-05-08,Argyll & Bute,0
2021-05-08,City of Edinburgh,0
2021-05-08,Clackmannanshire,0
2021-05-08,Dumfries & Galloway,0
2021-05-08,Dundee City,0
2021-05-08,East Ayrshire,0
2021-05-08,East Dunbartonshire,0
2021-05-08,East Lothian,0
2021-05-08,East Renfrewshire,0
2021-05-08,Falkirk,0
2021-05-08,Fife,0
2021-05-08,Glasgow City,0
2021-05-08,Highland,0
2021-05-08,Inverclyde,0
2021-05-08,Midlothian,0
2021-05-08,Moray,0
2021-05-08,Na h-Eileanan Siar,0
2021-05-08,North Ayrshire,0
2021-05-08,North Lanarkshire,0
2021-05-08,Orkney Islands,0
2021-05-08,Perth & Kinross,0
2021-05-08,Renfrewshire,0
2021-05-08,Scottish Borders,0
2021-05-08,Shetland Islands,0
2021-05-08,South Ayrshire,0
2021-05-08,South Lanarkshire,0
2021-05-08,Stirling,0
2021-05-08,West Dunbartonshire,0
2021-05-08,West Lothian,0
2021-05-09,Aberdeen City,0
2021-05-09,Aberdeenshire,0
2021-05-09,Angus,0
2021-05-09,Argyll & Bute,0
2021-05-09,City of Edinburgh,0
2021-05-09,Clackmannanshire,0
2021-05-09,Dumfries & Galloway,0
2021-05-09,Dundee City,0
2021-05-09,East Ayrshire,0
2021-05-09,East Dunbartonshire,0
2021-05-09,East Lothian,0
2021-05-09,East Renfrewshire,0
2021-05-09,Falkirk,0
2021-05-09,Fife,0
2021-05-09,Glasgow City,0
2021-05-09,Highland,0
2021-05-09,Inverclyde,0
2021-05-09,Midlothian,0
2021-05-09,Moray,0
2021-05-09,Na h-Eileanan Siar,0
2021-05-09,North Ayrshire,0
2021-05-09,North Lanarkshire,0
2021-05-09,Orkney Islands,0
2021-05-09,Perth & Kinross,0
2021-05-09,Renfrewshire,0
2021-05-09,Scottish Borders,0
2021-05-09,Shetland Islands,0
2021-05-09,South Ayrshire,0
2021-05-09,South Lanarkshire,0
2021-05-09,Stirling,0
2021-05-09,West Dunbartonshire,0
2021-05-09,West Lothian,0
2021-05-10,Aberdeen City,0
2021-05-10,Aberdeenshire,0
2021-05-10,Angus,0
2021-05-10,Argyll & Bute,0
2021-05-10,City of Edinburgh,0
2021-05-10,Clackmannanshire,0
2021-05-10,Dumfries & Galloway,0
2021-05-10,Dundee City,0
2021-05-10,East Ayrshire,0
2021-05-10,East Dunbartonshire,0
2021-05-10,East Lothian,0
2021-05-10,East Renfrewshire,0
2021-05-10,Falkirk,0
2021-05-10,Fife,0
2021-05-10,Glasgow City,0
2021-05-10,Highland,0
2021-05-10,Inverclyde,0
2021-05-10,Midlothian,0
2021-05-10,Moray,0
2021-05-10,Na h-Eileanan Siar,0
2021-05-10,North Ayrshire,0
2021-05-10,North Lanarkshire,0
2021-05-10,Orkney Islands,0
2021-05-10,Perth & Kinross,0
2021-05-10,Renfrewshire,0
2021-05-10,Scottish Borders,0
2021-05-10,Shetland Islands,0
2021-05-10,South Ayrshire,0
2021-05-10,South Lanarkshire,0
2021-05-10,Stirling,0
2021-05-10,West Dunbartonshire,0
2021-05-10,West Lothian,0
2021-05-11,Aberdeen City,0
2021-05-11,Aberdeenshire,0
2021-05-11,Angus,0
2021-05-11,Argyll & Bute,0
2021-05-11,City of Edinburgh,0
2021-05-11,Clackmannanshire,0
2021-05-11,Dumfries & Galloway,0
2021-05-11,Dundee City,0
2021-05-11,East Ayrshire,0
2021-05-11,East Dunbartonshire,0
2021-05-11,East Lothian,0
2021-05-11,East Renfrewshire,0
2021-05-11,Falkirk,0
2021-05-11,Fife,0
2021-05-11,Glasgow City,0
2021-05-11,Highland,0
2021-05-11,Inverclyde,0
2021-05-11,Midlothian,0
2021-05-11,Moray,0
2021-05-11,Na h-Eileanan Siar,0
2021-05-11,North Ayrshire,0
2021-05-11,North Lanarkshire,0
2021-05-11,Orkney Islands,0
2021-05-11,Perth & Kinross,0
2021-05-11,Renfrewshire,0
2021-05-11,Scottish Borders,0
2021-05-11,Shetland Islands,0
2021-05-11,South Ayrshire,0
2021-05-11,South Lanarkshire,0
2021-05-11,Stirling,0
2021-05-11,West Dunbartonshire,0
2021-05-11,West Lothian,0
2021-05-12,Aberdeen City,0
2021-05-12,Aberdeenshire,0
2021-05-12,Angus,0
2021-05-12,Argyll & Bute,0
2021-05-12,City of Edinburgh,0
2021-05-12,Clackmannanshire,0
2021-05-12,Dumfries & Galloway,0
2021-05-12,Dundee City,0
2021-05-12,East Ayrshire,0
2021-05-12,East Dunbartonshire,0
2021-05-12,East Lothian,0
2021-05-12,East Renfrewshire,0
2021-05-12,Falkirk,0
2021-05-12,Fife,0
2021-05-12,Glasgow City,0
2021-05-12,Highland,0
2021-05-12,Inverclyde,0
2021-05-12,Midlothian,0
2021-05-12,Moray,0
2021-05-12,Na h-Eileanan Siar,0
2021-05-12,North Ayrshire,0
2021-05-12,North Lanarkshire,0
2021-05-12,Orkney Islands,0
2021-05-12,Perth & Kinross,0
2021-05-12,Renfrewshire,0
2021-05-12,Scottish Borders,0
2021-05-12,Shetland Islands,0
2021-05-12,South Ayrshire,0
2021-05-12,South Lanarkshire,0
2021-05-12,Stirling,0
2021-05-12,West Dunbartonshire,0
2021-05-12,West Lothian,0
2021-05-13,Aberdeen City,0
2021-05-13,Aberdeenshire,0
2021-05-13,Angus,0
2021-05-13,Argyll & Bute,0
2021-05-13,City of Edinburgh,0
2021-05-13,Clackmannanshire,0
2021-05-13,Dumfries & Galloway,0
2021-05-13,Dundee City,0
2021-05-13,East Ayrshire,0
2021-05-13,East Dunbartonshire,0
2021-05-13,East Lothian,0
2021-05-13,East Renfrewshire,0
2021-05-13,Falkirk,0
2021-05-13,Fife,0
2021-05-13,Glasgow City,0
2021-05-13,Highland,0
2021-05-13,Inverclyde,0
2021-05-13,Midlothian,0
2021-05-13,Moray,0
2021-05-13,Na h-Eileanan Siar,0
2021-05-13,North Ayrshire,0
2021-05-13,North Lanarkshire,0
2021-05-13,Orkney Islands,0
2021-05-13,Perth & Kinross,0
2021-05-13,Renfrewshire,0
2021-05-13,Scottish Borders,0
2021-05-13,Shetland Islands,0
2021-05-13,South Ayrshire,0
2021-05-13,South Lanarkshire,0
2021-05-13,Stirling,0
2021-05-13,West Dunbartonshire,0
2021-05-13,West Lothian,0
2021-05-14,Aberdeen City,0
2021-05-14,Aberdeenshire,0
2021-05-14,Angus,0
2021-05-14,Argyll & Bute,0
2021-05-14,City of Edinburgh,0
2021-05-14,Clackmannanshire,0
2021-05-14,Dumfries & Galloway,0
2021-05-14,Dundee City,0
2021-05-14,East Ayrshire,0
2021-05-14,East Dunbartonshire,0
2021-05-14,East Lothian,0
2021-05-14,East Renfrewshire,0
2021-05-14,Falkirk,0
2021-05-14,Fife,0
2021-05-14,Glasgow City,0
2021-05-14,Highland,0
2021-05-14,Inverclyde,0
2021-05-14,Midlothian,0
2021-05-14,Moray,0
2021-05-14,Na h-Eileanan Siar,0
2021-05-14,North Ayrshire,0
2021-05-14,North Lanarkshire,0
2021-05-14,Orkney Islands,0
2021-05-14,Perth & Kinross,0
2021-05-14,Renfrewshire,0
2021-05-14,Scottish Borders,0
2021-05-14,Shetland Islands,0
2021-05-14,South Ayrshire,0
2021-05-14,South Lanarkshire,0
2021-05-14,Stirling,0
2021-05-14,West Dunbartonshire,0
2021-05-14,West Lothian,0
2021-05-15,Aberdeen City,0
2021-05-15,Aberdeenshire,0
2021-05-15,Angus,0
2021-05-15,Argyll & Bute,0
2021-05-15,City of Edinburgh,0
2021-05-15,Clackmannanshire,0
2021-05-15,Dumfries & Galloway,0
2021-05-15,Dundee City,0
2021-05-15,East Ayrshire,0
2021-05-15,East Dunbartonshire,0
2021-05-15,East Lothian,0
2021-05-15,East Renfrewshire,0
2021-05-15,Falkirk,0
2021-05-15,Fife,0
2021-05-15,Glasgow City,0
2021-05-15,Highland,0
2021-05-15,Inverclyde,0
2021-05-15,Midlothian,0
2021-05-15,Moray,0
2021-05-15,Na h-Eileanan Siar,0
2021-05-15,North Ayrshire,0
2021-05-15,North Lanarkshire,0
2021-05-15,Orkney Islands,0
2021-05-15,Perth & Kinross,0
2021-05-15,Renfrewshire,0
2021-05-15,Scottish Borders,0
2021-05-15,Shetland Islands,0
2021-05-15,South Ayrshire,0
2021-05-15,South Lanarkshire,0
2021-05-15,Stirling,0
2021-05-15,West Dunbartonshire,0
