Date,Council,Vaccinations_per_LA
2021-06-12,Angus,65912
2021-06-12,Argyll and Bute,52541
2021-06-12,City of Edinburgh,214300
2021-06-12,Clackmannanshire,29679
2021-06-12,Dumfries and Galloway,88443
2021-06-12,Dundee City,67851
2021-06-12,East Ayrshire,64080
2021-06-12,East Dunbartonshire,61584
2021-06-12,East Lothian,54073
2021-06-12,East Renfrewshire,50602
2021-06-12,Falkirk,90211
2021-06-12,Fife,202104
2021-06-12,Glasgow City,261931
2021-06-12,Highland,127310
2021-06-12,Inverclyde,40716
2021-06-12,Midlothian,43288
2021-06-12,Moray,63058
2021-06-12,Na h-Eileanan Siar,17740
2021-06-12,North Ayrshire,73034
2021-06-12,North Lanarkshire,170933
2021-06-12,Orkney Islands,13429
2021-06-12,Perth and Kinross,86234
2021-06-12,Renfrewshire,90249
2021-06-12,Scottish Borders,63202
2021-06-12,Shetland Islands,14860
2021-06-12,South Ayrshire,62047
2021-06-12,South Lanarkshire,172015
2021-06-12,Stirling,50003
2021-06-12,West Dunbartonshire,44880
2021-06-12,West Lothian,89286
2021-06-13,Aberdeen City,108677
2021-06-13,Aberdeenshire,150851
2021-06-13,Angus,65861
2021-06-13,Argyll and Bute,52282
2021-06-13,City of Edinburgh,216982
2021-06-13,Clackmannanshire,30007
2021-06-13,Dumfries and Galloway,88630
2021-06-13,Dundee City,68025
2021-06-13,East Ayrshire,64457
2021-06-13,East Dunbartonshire,61734
2021-06-13,East Lothian,54803
2021-06-13,East Renfrewshire,50764
2021-06-13,Falkirk,90520
2021-06-13,Fife,202898
2021-06-13,Glasgow City,263647
2021-06-13,Highland,126718
2021-06-13,Inverclyde,40842
2021-06-13,Midlothian,43550
2021-06-13,Moray,63697
2021-06-13,Na h-Eileanan Siar,17598
2021-06-13,North Ayrshire,74169
2021-06-13,North Lanarkshire,172341
2021-06-13,Orkney Islands,13608
2021-06-13,Perth and Kinross,86435
2021-06-13,Renfrewshire,90566
2021-06-13,Scottish Borders,63760
2021-06-13,Shetland Islands,14907
2021-06-13,South Ayrshire,62866
2021-06-13,South Lanarkshire,172960
2021-06-13,Stirling,50251
2021-06-13,West Dunbartonshire,44965
2021-06-13,West Lothian,90531
2021-06-14,Aberdeen City,108887
2021-06-14,Aberdeenshire,151471
2021-06-14,Angus,65778
2021-06-14,Argyll and Bute,52065
2021-06-14,City of Edinburgh,219366
2021-06-14,Clackmannanshire,30284
2021-06-14,Dumfries and Galloway,88764
2021-06-14,Dundee City,68214
2021-06-14,East Ayrshire,64714
2021-06-14,East Dunbartonshire,61790
2021-06-14,East Lothian,55656
2021-06-14,East Renfrewshire,50843
2021-06-14,Falkirk,90629
2021-06-14,Fife,203699
2021-06-14,Glasgow City,265044
2021-06-14,Highland,126098
2021-06-14,Inverclyde,40931
2021-06-14,Midlothian,43951
2021-06-14,Moray,64195
2021-06-14,Na h-Eileanan Siar,17490
2021-06-14,North Ayrshire,75219
2021-06-14,North Lanarkshire,173512
2021-06-14,Orkney Islands,13749
2021-06-14,Perth and Kinross,86592
2021-06-14,Renfrewshire,90833
2021-06-14,Scottish Borders,64460
2021-06-14,Shetland Islands,14915
2021-06-14,South Ayrshire,63695
2021-06-14,South Lanarkshire,173505
2021-06-14,Stirling,50338
2021-06-14,West Dunbartonshire,45059
2021-06-14,West Lothian,91616
2021-06-15,Aberdeen City,109004
2021-06-15,Aberdeenshire,151847
2021-06-15,Angus,65754
2021-06-15,Argyll and Bute,51830
2021-06-15,City of Edinburgh,221414
2021-06-15,Clackmannanshire,30522
2021-06-15,Dumfries and Galloway,88847
2021-06-15,Dundee City,68409
2021-06-15,East Ayrshire,65115
2021-06-15,East Dunbartonshire,61712
2021-06-15,East Lothian,56439
2021-06-15,East Renfrewshire,50971
2021-06-15,Falkirk,90653
2021-06-15,Fife,204384
2021-06-15,Glasgow City,266492
2021-06-15,Highland,125472
2021-06-15,Inverclyde,40952
2021-06-15,Midlothian,44444
2021-06-15,Moray,64552
2021-06-15,Na h-Eileanan Siar,17357
2021-06-15,North Ayrshire,76211
2021-06-15,North Lanarkshire,174530
2021-06-15,Orkney Islands,13812
2021-06-15,Perth and Kinross,86706
2021-06-15,Renfrewshire,91000
2021-06-15,Scottish Borders,64899
2021-06-15,Shetland Islands,14795
2021-06-15,South Ayrshire,64482
2021-06-15,South Lanarkshire,173696
2021-06-15,Stirling,50327
2021-06-15,West Dunbartonshire,45155
2021-06-15,West Lothian,92529
2021-06-16,Aberdeen City,108977
2021-06-16,Aberdeenshire,152035
2021-06-16,Angus,65604
2021-06-16,Argyll and Bute,51535
2021-06-16,City of Edinburgh,223237
2021-06-16,Clackmannanshire,30706
2021-06-16,Dumfries and Galloway,88776
2021-06-16,Dundee City,68590
2021-06-16,East Ayrshire,65604
2021-06-16,East Dunbartonshire,61555
2021-06-16,East Lothian,57207
2021-06-16,East Renfrewshire,51123
2021-06-16,Falkirk,90488
2021-06-16,Fife,204944
2021-06-16,Glasgow City,267827
2021-06-16,Highland,124802
2021-06-16,Inverclyde,41045
2021-06-16,Midlothian,44907
2021-06-16,Moray,64796
2021-06-16,Na h-Eileanan Siar,17226
2021-06-16,North Ayrshire,77104
2021-06-16,North Lanarkshire,174953
2021-06-16,Orkney Islands,13785
2021-06-16,Perth and Kinross,86672
2021-06-16,Renfrewshire,91043
2021-06-16,Scottish Borders,65263
2021-06-16,Shetland Islands,14641
2021-06-16,South Ayrshire,65079
2021-06-16,South Lanarkshire,173749
2021-06-16,Stirling,50223
2021-06-16,West Dunbartonshire,45136
2021-06-16,West Lothian,93218
2021-06-17,Aberdeen City,108818
2021-06-17,Aberdeenshire,152032
2021-06-17,Angus,65329
2021-06-17,Argyll and Bute,51289
2021-06-17,City of Edinburgh,224862
2021-06-17,Clackmannanshire,30871
2021-06-17,Dumfries and Galloway,88744
2021-06-17,Dundee City,68710
2021-06-17,East Ayrshire,65979
2021-06-17,East Dunbartonshire,61281
2021-06-17,East Lothian,57803
2021-06-17,East Renfrewshire,51242
2021-06-17,Falkirk,90140
2021-06-17,Fife,205348
2021-06-17,Glasgow City,269002
2021-06-17,Highland,123974
2021-06-17,Inverclyde,41006
2021-06-17,Midlothian,45218
2021-06-17,Moray,64882
2021-06-17,Na h-Eileanan Siar,17092
2021-06-17,North Ayrshire,77887
2021-06-17,North Lanarkshire,175050
2021-06-17,Orkney Islands,13676
2021-06-17,Perth and Kinross,86443
2021-06-17,Renfrewshire,91185
2021-06-17,Scottish Borders,65642
2021-06-17,Shetland Islands,14439
2021-06-17,South Ayrshire,65582
2021-06-17,South Lanarkshire,173626
2021-06-17,Stirling,50158
2021-06-17,West Dunbartonshire,45119
2021-06-17,West Lothian,93676
2021-06-18,Aberdeen City,108626
2021-06-18,Aberdeenshire,151808
2021-06-18,Angus,65061
2021-06-18,Argyll and Bute,51012
2021-06-18,City of Edinburgh,226367
2021-06-18,Clackmannanshire,30999
2021-06-18,Dumfries and Galloway,88637
2021-06-18,Dundee City,68820
2021-06-18,East Ayrshire,66341
2021-06-18,East Dunbartonshire,61026
2021-06-18,East Lothian,58143
2021-06-18,East Renfrewshire,51282
2021-06-18,Falkirk,89651
2021-06-18,Fife,205490
2021-06-18,Glasgow City,270262
2021-06-18,Highland,123102
2021-06-18,Inverclyde,40964
2021-06-18,Midlothian,45388
2021-06-18,Moray,64778
2021-06-18,Na h-Eileanan Siar,17022
2021-06-18,North Ayrshire,78519
2021-06-18,North Lanarkshire,175245
2021-06-18,Orkney Islands,13518
2021-06-18,Perth and Kinross,86076
2021-06-18,Renfrewshire,91270
2021-06-18,Scottish Borders,66004
2021-06-18,Shetland Islands,14266
2021-06-18,South Ayrshire,66032
2021-06-18,South Lanarkshire,173498
2021-06-18,Stirling,50033
2021-06-18,West Dunbartonshire,45014
2021-06-18,West Lothian,93941
2021-06-19,Aberdeen City,108405
2021-06-19,Aberdeenshire,151377
2021-06-19,Angus,64746
2021-06-19,Argyll and Bute,50654
2021-06-19,City of Edinburgh,227412
2021-06-19,Clackmannanshire,31078
2021-06-19,Dumfries and Galloway,88192
2021-06-19,Dundee City,68853
2021-06-19,East Ayrshire,66601
2021-06-19,East Dunbartonshire,60821
2021-06-19,East Lothian,58284
2021-06-19,East Renfrewshire,51246
2021-06-19,Falkirk,88990
2021-06-19,Fife,205521
2021-06-19,Glasgow City,271612
2021-06-19,Highland,122214
2021-06-19,Inverclyde,40834
2021-06-19,Midlothian,45570
2021-06-19,Moray,64515
2021-06-19,Na h-Eileanan Siar,17018
2021-06-19,North Ayrshire,78989
2021-06-19,North Lanarkshire,175334
2021-06-19,Orkney Islands,13306
2021-06-19,Perth and Kinross,85486
2021-06-19,Renfrewshire,91227
2021-06-19,Scottish Borders,66049
2021-06-19,Shetland Islands,14061
2021-06-19,South Ayrshire,66474
2021-06-19,South Lanarkshire,173245
2021-06-19,Stirling,49810
2021-06-19,West Dunbartonshire,44866
2021-06-19,West Lothian,94180
2021-06-20,Aberdeen City,108064
2021-06-20,Aberdeenshire,150987
2021-06-20,Angus,64256
2021-06-20,Argyll and Bute,50221
2021-06-20,City of Edinburgh,228034
2021-06-20,Clackmannanshire,31003
2021-06-20,Dumfries and Galloway,87356
2021-06-20,Dundee City,68802
2021-06-20,East Ayrshire,66981
2021-06-20,East Dunbartonshire,60680
2021-06-20,East Lothian,58368
2021-06-20,East Renfrewshire,51201
2021-06-20,Falkirk,88231
2021-06-20,Fife,205501
2021-06-20,Glasgow City,273591
2021-06-20,Highland,121580
2021-06-20,Inverclyde,40722
2021-06-20,Midlothian,45753
2021-06-20,Moray,64232
2021-06-20,Na h-Eileanan Siar,17017
2021-06-20,North Ayrshire,79075
2021-06-20,North Lanarkshire,175277
2021-06-20,Orkney Islands,13024
2021-06-20,Perth and Kinross,84756
2021-06-20,Renfrewshire,91150
2021-06-20,Scottish Borders,65908
2021-06-20,Shetland Islands,13866
2021-06-20,South Ayrshire,66688
2021-06-20,South Lanarkshire,173057
2021-06-20,Stirling,49447
2021-06-20,West Dunbartonshire,44723
2021-06-20,West Lothian,94412
2021-06-21,Aberdeen City,107766
2021-06-21,Aberdeenshire,150646
2021-06-21,Angus,63649
2021-06-21,Argyll and Bute,49829
2021-06-21,City of Edinburgh,228971
2021-06-21,Clackmannanshire,30942
2021-06-21,Dumfries and Galloway,86382
2021-06-21,Dundee City,68686
2021-06-21,East Ayrshire,67368
2021-06-21,East Dunbartonshire,60549
2021-06-21,East Lothian,58416
2021-06-21,East Renfrewshire,51161
2021-06-21,Falkirk,87503
2021-06-21,Fife,205417
2021-06-21,Glasgow City,275842
2021-06-21,Highland,120878
2021-06-21,Inverclyde,40571
2021-06-21,Midlothian,45819
2021-06-21,Moray,63936
2021-06-21,Na h-Eileanan Siar,17011
2021-06-21,North Ayrshire,79038
2021-06-21,North Lanarkshire,175057
2021-06-21,Orkney Islands,12747
2021-06-21,Perth and Kinross,84060
2021-06-21,Renfrewshire,91116
2021-06-21,Scottish Borders,65521
2021-06-21,Shetland Islands,13760
2021-06-21,South Ayrshire,66721
2021-06-21,South Lanarkshire,172788
2021-06-21,Stirling,49117
2021-06-21,West Dunbartonshire,44619
2021-06-21,West Lothian,94933
2021-06-22,Aberdeen City,107675
2021-06-22,Aberdeenshire,150417
2021-06-22,Angus,62975
2021-06-22,Argyll and Bute,49422
2021-06-22,City of Edinburgh,230435
2021-06-22,Clackmannanshire,30889
2021-06-22,Dumfries and Galloway,85311
2021-06-22,Dundee City,68471
2021-06-22,East Ayrshire,67550
2021-06-22,East Dunbartonshire,60436
2021-06-22,East Lothian,58419
2021-06-22,East Renfrewshire,51073
2021-06-22,Falkirk,86761
2021-06-22,Fife,205345
2021-06-22,Glasgow City,278089
2021-06-22,Highland,120009
2021-06-22,Inverclyde,40291
2021-06-22,Midlothian,45884
2021-06-22,Moray,63673
2021-06-22,Na h-Eileanan Siar,17020
2021-06-22,North Ayrshire,79144
2021-06-22,North Lanarkshire,174343
2021-06-22,Orkney Islands,12549
2021-06-22,Perth and Kinross,83365
2021-06-22,Renfrewshire,91110
2021-06-22,Scottish Borders,65123
2021-06-22,Shetland Islands,13731
2021-06-22,South Ayrshire,66541
2021-06-22,South Lanarkshire,172849
2021-06-22,Stirling,48831
2021-06-22,West Dunbartonshire,44586
2021-06-22,West Lothian,95489
2021-06-23,Aberdeen City,107785
2021-06-23,Aberdeenshire,150175
2021-06-23,Angus,62368
2021-06-23,Argyll and Bute,49042
2021-06-23,City of Edinburgh,232146
2021-06-23,Clackmannanshire,30861
2021-06-23,Dumfries and Galloway,84139
2021-06-23,Dundee City,68227
2021-06-23,East Ayrshire,67554
2021-06-23,East Dunbartonshire,60297
2021-06-23,East Lothian,58382
2021-06-23,East Renfrewshire,50918
2021-06-23,Falkirk,86026
2021-06-23,Fife,205207
2021-06-23,Glasgow City,280330
2021-06-23,Highland,119296
2021-06-23,Inverclyde,39997
2021-06-23,Midlothian,45871
2021-06-23,Moray,63401
2021-06-23,Na h-Eileanan Siar,16924
2021-06-23,North Ayrshire,79258
2021-06-23,North Lanarkshire,173768
2021-06-23,Orkney Islands,12443
2021-06-23,Perth and Kinross,82845
2021-06-23,Renfrewshire,91054
2021-06-23,Scottish Borders,64662
2021-06-23,Shetland Islands,13713
2021-06-23,South Ayrshire,66326
2021-06-23,South Lanarkshire,172718
2021-06-23,Stirling,48594
2021-06-23,West Dunbartonshire,44680
2021-06-23,West Lothian,96210
2021-06-24,Aberdeen City,107907
2021-06-24,Aberdeenshire,150034
2021-06-24,Angus,61813
2021-06-24,Argyll and Bute,48685
2021-06-24,City of Edinburgh,233969
2021-06-24,Clackmannanshire,30800
2021-06-24,Dumfries and Galloway,82904
2021-06-24,Dundee City,68036
2021-06-24,East Ayrshire,67620
2021-06-24,East Dunbartonshire,60236
2021-06-24,East Lothian,58435
2021-06-24,East Renfrewshire,50726
2021-06-24,Falkirk,85281
2021-06-24,Fife,205226
2021-06-24,Glasgow City,282371
2021-06-24,Highland,118620
2021-06-24,Inverclyde,39793
2021-06-24,Midlothian,46051
2021-06-24,Moray,63236
2021-06-24,Na h-Eileanan Siar,16891
2021-06-24,North Ayrshire,79390
2021-06-24,North Lanarkshire,173118
2021-06-24,Orkney Islands,12437
2021-06-24,Perth and Kinross,82450
2021-06-24,Renfrewshire,90886
2021-06-24,Scottish Borders,64121
2021-06-24,Shetland Islands,13708
2021-06-24,South Ayrshire,66039
2021-06-24,South Lanarkshire,172344
2021-06-24,Stirling,48324
2021-06-24,West Dunbartonshire,44666
2021-06-24,West Lothian,97031
2021-06-25,Aberdeen City,108047
2021-06-25,Aberdeenshire,150037
2021-06-25,Angus,61328
2021-06-25,Argyll and Bute,48425
2021-06-25,City of Edinburgh,235713
2021-06-25,Clackmannanshire,30782
2021-06-25,Dumfries and Galloway,81666
2021-06-25,Dundee City,67937
2021-06-25,East Ayrshire,67716
2021-06-25,East Dunbartonshire,60061
2021-06-25,East Lothian,58766
2021-06-25,East Renfrewshire,50567
2021-06-25,Falkirk,84547
2021-06-25,Fife,205227
2021-06-25,Glasgow City,284008
2021-06-25,Highland,117872
2021-06-25,Inverclyde,39579
2021-06-25,Midlothian,46366
2021-06-25,Moray,63128
2021-06-25,Na h-Eileanan Siar,16876
2021-06-25,North Ayrshire,79510
2021-06-25,North Lanarkshire,172454
2021-06-25,Orkney Islands,12513
2021-06-25,Perth and Kinross,82154
2021-06-25,Renfrewshire,90528
2021-06-25,Scottish Borders,63707
2021-06-25,Shetland Islands,13716
2021-06-25,South Ayrshire,65627
2021-06-25,South Lanarkshire,171803
2021-06-25,Stirling,48196
2021-06-25,West Dunbartonshire,44680
2021-06-25,West Lothian,98047
2021-06-26,Aberdeen City,108294
2021-06-26,Aberdeenshire,149969
2021-06-26,Angus,60872
2021-06-26,Argyll and Bute,48155
2021-06-26,City of Edinburgh,237605
2021-06-26,Clackmannanshire,30856
2021-06-26,Dumfries and Galloway,80215
2021-06-26,Dundee City,67929
2021-06-26,East Ayrshire,67813
2021-06-26,East Dunbartonshire,59838
2021-06-26,East Lothian,58992
2021-06-26,East Renfrewshire,50521
2021-06-26,Falkirk,84003
2021-06-26,Fife,205298
2021-06-26,Glasgow City,285298
2021-06-26,Highland,117337
2021-06-26,Inverclyde,39379
2021-06-26,Midlothian,46806
2021-06-26,Moray,63161
2021-06-26,Na h-Eileanan Siar,16890
2021-06-26,North Ayrshire,79565
2021-06-26,North Lanarkshire,171450
2021-06-26,Orkney Islands,12650
2021-06-26,Perth and Kinross,81854
2021-06-26,Renfrewshire,89997
2021-06-26,Scottish Borders,63721
2021-06-26,Shetland Islands,13685
2021-06-26,South Ayrshire,65115
2021-06-26,South Lanarkshire,171350
2021-06-26,Stirling,48215
2021-06-26,West Dunbartonshire,44551
2021-06-26,West Lothian,98996
2021-06-27,Aberdeen City,108654
2021-06-27,Aberdeenshire,149821
2021-06-27,Angus,60483
2021-06-27,Argyll and Bute,48150
2021-06-27,City of Edinburgh,239974
2021-06-27,Clackmannanshire,30965
2021-06-27,Dumfries and Galloway,78831
2021-06-27,Dundee City,67913
2021-06-27,East Ayrshire,67821
2021-06-27,East Dunbartonshire,59574
2021-06-27,East Lothian,59192
2021-06-27,East Renfrewshire,50499
2021-06-27,Falkirk,83647
2021-06-27,Fife,205652
2021-06-27,Glasgow City,286357
2021-06-27,Highland,116770
2021-06-27,Inverclyde,39226
2021-06-27,Midlothian,47282
2021-06-27,Moray,63140
2021-06-27,Na h-Eileanan Siar,16835
2021-06-27,North Ayrshire,79618
2021-06-27,North Lanarkshire,170475
2021-06-27,Orkney Islands,12821
2021-06-27,Perth and Kinross,81634
2021-06-27,Renfrewshire,89598
2021-06-27,Scottish Borders,63965
2021-06-27,Shetland Islands,13691
2021-06-27,South Ayrshire,64718
2021-06-27,South Lanarkshire,170816
2021-06-27,Stirling,48465
2021-06-27,West Dunbartonshire,44413
2021-06-27,West Lothian,99827
2021-06-28,Aberdeen City,109105
2021-06-28,Aberdeenshire,149602
2021-06-28,Angus,60258
2021-06-28,Argyll and Bute,48143
2021-06-28,City of Edinburgh,242277
2021-06-28,Clackmannanshire,31126
2021-06-28,Dumfries and Galloway,77580
2021-06-28,Dundee City,67912
2021-06-28,East Ayrshire,68020
2021-06-28,East Dunbartonshire,59324
2021-06-28,East Lothian,59494
2021-06-28,East Renfrewshire,50403
2021-06-28,Falkirk,83478
2021-06-28,Fife,206179
2021-06-28,Glasgow City,287094
2021-06-28,Highland,116250
2021-06-28,Inverclyde,39278
2021-06-28,Midlothian,47723
2021-06-28,Moray,63047
2021-06-28,Na h-Eileanan Siar,16754
2021-06-28,North Ayrshire,79699
2021-06-28,North Lanarkshire,169635
2021-06-28,Orkney Islands,12987
2021-06-28,Perth and Kinross,81450
2021-06-28,Renfrewshire,88879
2021-06-28,Scottish Borders,64258
2021-06-28,Shetland Islands,13702
2021-06-28,South Ayrshire,64638
2021-06-28,South Lanarkshire,170173
2021-06-28,Stirling,48844
2021-06-28,West Dunbartonshire,44145
2021-06-28,West Lothian,100434
2021-06-29,Aberdeen City,109433
2021-06-29,Aberdeenshire,149392
2021-06-29,Angus,60109
2021-06-29,Argyll and Bute,48091
2021-06-29,City of Edinburgh,244450
2021-06-29,Clackmannanshire,31339
2021-06-29,Dumfries and Galloway,76304
2021-06-29,Dundee City,67896
2021-06-29,East Ayrshire,68264
2021-06-29,East Dunbartonshire,59012
2021-06-29,East Lothian,59826
2021-06-29,East Renfrewshire,50299
2021-06-29,Falkirk,83526
2021-06-29,Fife,206761
2021-06-29,Glasgow City,287708
2021-06-29,Highland,115772
2021-06-29,Inverclyde,39458
2021-06-29,Midlothian,48061
2021-06-29,Moray,62878
2021-06-29,Na h-Eileanan Siar,16676
2021-06-29,North Ayrshire,79687
2021-06-29,North Lanarkshire,169177
2021-06-29,Orkney Islands,13185
2021-06-29,Perth and Kinross,81254
2021-06-29,Renfrewshire,87950
2021-06-29,Scottish Borders,64693
2021-06-29,Shetland Islands,13720
2021-06-29,South Ayrshire,64736
2021-06-29,South Lanarkshire,169419
2021-06-29,Stirling,49300
2021-06-29,West Dunbartonshire,43755
2021-06-29,West Lothian,100922
2021-06-30,Aberdeen City,109672
2021-06-30,Aberdeenshire,149178
2021-06-30,Angus,59988
2021-06-30,Argyll and Bute,48011
2021-06-30,City of Edinburgh,246445
2021-06-30,Clackmannanshire,31578
2021-06-30,Dumfries and Galloway,75040
2021-06-30,Dundee City,67849
2021-06-30,East Ayrshire,68464
2021-06-30,East Dunbartonshire,58441
2021-06-30,East Lothian,60108
2021-06-30,East Renfrewshire,50236
2021-06-30,Falkirk,83730
2021-06-30,Fife,207463
2021-06-30,Glasgow City,288082
2021-06-30,Highland,115087
2021-06-30,Inverclyde,39671
2021-06-30,Midlothian,48360
2021-06-30,Moray,62591
2021-06-30,Na h-Eileanan Siar,16526
2021-06-30,North Ayrshire,79537
2021-06-30,North Lanarkshire,168817
2021-06-30,Orkney Islands,13404
