Date,Council,Vaccinations_per_LA
2021-01-30,Argyll and Bute,1733
2021-01-30,City of Edinburgh,10285
2021-01-30,Clackmannanshire,1117
2021-01-30,Dumfries and Galloway,3815
2021-01-30,Dundee City,4237
2021-01-30,East Ayrshire,2558
2021-01-30,East Dunbartonshire,2853
2021-01-30,East Lothian,2384
2021-01-30,East Renfrewshire,2393
2021-01-30,Falkirk,3434
2021-01-30,Fife,8518
2021-01-30,Glasgow City,10443
2021-01-30,Highland,3726
2021-01-30,Inverclyde,1732
2021-01-30,Midlothian,2425
2021-01-30,Moray,2243
2021-01-30,Na h-Eileanan Siar,1112
2021-01-30,North Ayrshire,2778
2021-01-30,North Lanarkshire,7601
2021-01-30,Orkney Islands,710
2021-01-30,Perth and Kinross,3946
2021-01-30,Renfrewshire,3753
2021-01-30,Scottish Borders,3387
2021-01-30,Shetland Islands,477
2021-01-30,South Ayrshire,2707
2021-01-30,South Lanarkshire,7855
2021-01-30,Stirling,1904
2021-01-30,West Dunbartonshire,2232
2021-01-30,West Lothian,3424
2021-01-31,Aberdeen City,6831
2021-01-31,Aberdeenshire,7417
2021-01-31,Angus,3378
2021-01-31,Argyll and Bute,1873
2021-01-31,City of Edinburgh,10825
2021-01-31,Clackmannanshire,1182
2021-01-31,Dumfries and Galloway,3984
2021-01-31,Dundee City,4568
2021-01-31,East Ayrshire,2674
2021-01-31,East Dunbartonshire,3061
2021-01-31,East Lothian,2571
2021-01-31,East Renfrewshire,2528
2021-01-31,Falkirk,3703
2021-01-31,Fife,9008
2021-01-31,Glasgow City,11402
2021-01-31,Highland,3956
2021-01-31,Inverclyde,1884
2021-01-31,Midlothian,2584
2021-01-31,Moray,2372
2021-01-31,Na h-Eileanan Siar,1183
2021-01-31,North Ayrshire,2884
2021-01-31,North Lanarkshire,7960
2021-01-31,Orkney Islands,742
2021-01-31,Perth and Kinross,4236
2021-01-31,Renfrewshire,3992
2021-01-31,Scottish Borders,3660
2021-01-31,Shetland Islands,521
2021-01-31,South Ayrshire,2794
2021-01-31,South Lanarkshire,8243
2021-01-31,Stirling,2042
2021-01-31,West Dunbartonshire,2429
2021-01-31,West Lothian,3562
2021-02-01,Aberdeen City,7146
2021-02-01,Aberdeenshire,7734
2021-02-01,Angus,3558
2021-02-01,Argyll and Bute,2014
2021-02-01,City of Edinburgh,11390
2021-02-01,Clackmannanshire,1249
2021-02-01,Dumfries and Galloway,4153
2021-02-01,Dundee City,4924
2021-02-01,East Ayrshire,2794
2021-02-01,East Dunbartonshire,3284
2021-02-01,East Lothian,2759
2021-02-01,East Renfrewshire,2674
2021-02-01,Falkirk,3985
2021-02-01,Fife,9502
2021-02-01,Glasgow City,12407
2021-02-01,Highland,4186
2021-02-01,Inverclyde,2041
2021-02-01,Midlothian,2744
2021-02-01,Moray,2501
2021-02-01,Na h-Eileanan Siar,1254
2021-02-01,North Ayrshire,2979
2021-02-01,North Lanarkshire,8329
2021-02-01,Orkney Islands,774
2021-02-01,Perth and Kinross,4539
2021-02-01,Renfrewshire,4287
2021-02-01,Scottish Borders,3990
2021-02-01,Shetland Islands,565
2021-02-01,South Ayrshire,2904
2021-02-01,South Lanarkshire,8642
2021-02-01,Stirling,2185
2021-02-01,West Dunbartonshire,2630
2021-02-01,West Lothian,3717
2021-02-02,Aberdeen City,7501
2021-02-02,Aberdeenshire,8114
2021-02-02,Angus,3777
2021-02-02,Argyll and Bute,2159
2021-02-02,City of Edinburgh,12087
2021-02-02,Clackmannanshire,1324
2021-02-02,Dumfries and Galloway,4356
2021-02-02,Dundee City,5327
2021-02-02,East Ayrshire,2903
2021-02-02,East Dunbartonshire,3581
2021-02-02,East Lothian,2971
2021-02-02,East Renfrewshire,2852
2021-02-02,Falkirk,4287
2021-02-02,Fife,10148
2021-02-02,Glasgow City,13557
2021-02-02,Highland,4517
2021-02-02,Inverclyde,2213
2021-02-02,Midlothian,2935
2021-02-02,Moray,2660
2021-02-02,Na h-Eileanan Siar,1343
2021-02-02,North Ayrshire,3077
2021-02-02,North Lanarkshire,8777
2021-02-02,Orkney Islands,820
2021-02-02,Perth and Kinross,4846
2021-02-02,Renfrewshire,4653
2021-02-02,Scottish Borders,4346
2021-02-02,Shetland Islands,622
2021-02-02,South Ayrshire,3121
2021-02-02,South Lanarkshire,9117
2021-02-02,Stirling,2368
2021-02-02,West Dunbartonshire,2843
2021-02-02,West Lothian,3928
2021-02-03,Aberdeen City,7878
2021-02-03,Aberdeenshire,8541
2021-02-03,Angus,4054
2021-02-03,Argyll and Bute,2309
2021-02-03,City of Edinburgh,12852
2021-02-03,Clackmannanshire,1405
2021-02-03,Dumfries and Galloway,4585
2021-02-03,Dundee City,5743
2021-02-03,East Ayrshire,3028
2021-02-03,East Dunbartonshire,3922
2021-02-03,East Lothian,3195
2021-02-03,East Renfrewshire,3038
2021-02-03,Falkirk,4618
2021-02-03,Fife,10853
2021-02-03,Glasgow City,14818
2021-02-03,Highland,4977
2021-02-03,Inverclyde,2412
2021-02-03,Midlothian,3148
2021-02-03,Moray,2824
2021-02-03,Na h-Eileanan Siar,1444
2021-02-03,North Ayrshire,3172
2021-02-03,North Lanarkshire,9241
2021-02-03,Orkney Islands,882
2021-02-03,Perth and Kinross,5179
2021-02-03,Renfrewshire,5081
2021-02-03,Scottish Borders,4703
2021-02-03,Shetland Islands,680
2021-02-03,South Ayrshire,3439
2021-02-03,South Lanarkshire,9640
2021-02-03,Stirling,2551
2021-02-03,West Dunbartonshire,3062
2021-02-03,West Lothian,4158
2021-02-04,Aberdeen City,8292
2021-02-04,Aberdeenshire,8991
2021-02-04,Angus,4341
2021-02-04,Argyll and Bute,2468
2021-02-04,City of Edinburgh,13705
2021-02-04,Clackmannanshire,1486
2021-02-04,Dumfries and Galloway,4873
2021-02-04,Dundee City,6177
2021-02-04,East Ayrshire,3185
2021-02-04,East Dunbartonshire,4292
2021-02-04,East Lothian,3452
2021-02-04,East Renfrewshire,3230
2021-02-04,Falkirk,4948
2021-02-04,Fife,11581
2021-02-04,Glasgow City,16087
2021-02-04,Highland,5568
2021-02-04,Inverclyde,2626
2021-02-04,Midlothian,3432
2021-02-04,Moray,3015
2021-02-04,Na h-Eileanan Siar,1558
2021-02-04,North Ayrshire,3296
2021-02-04,North Lanarkshire,9723
2021-02-04,Orkney Islands,957
2021-02-04,Perth and Kinross,5550
2021-02-04,Renfrewshire,5548
2021-02-04,Scottish Borders,5112
2021-02-04,Shetland Islands,725
2021-02-04,South Ayrshire,3760
2021-02-04,South Lanarkshire,10173
2021-02-04,Stirling,2757
2021-02-04,West Dunbartonshire,3339
2021-02-04,West Lothian,4439
2021-02-05,Aberdeen City,8722
2021-02-05,Aberdeenshire,9545
2021-02-05,Angus,4659
2021-02-05,Argyll and Bute,2679
2021-02-05,City of Edinburgh,14647
2021-02-05,Clackmannanshire,1570
2021-02-05,Dumfries and Galloway,5163
2021-02-05,Dundee City,6623
2021-02-05,East Ayrshire,3358
2021-02-05,East Dunbartonshire,4660
2021-02-05,East Lothian,3712
2021-02-05,East Renfrewshire,3434
2021-02-05,Falkirk,5241
2021-02-05,Fife,12439
2021-02-05,Glasgow City,17351
2021-02-05,Highland,6341
2021-02-05,Inverclyde,2861
2021-02-05,Midlothian,3703
2021-02-05,Moray,3248
2021-02-05,Na h-Eileanan Siar,1691
2021-02-05,North Ayrshire,3448
2021-02-05,North Lanarkshire,10222
2021-02-05,Orkney Islands,1036
2021-02-05,Perth and Kinross,5944
2021-02-05,Renfrewshire,6047
2021-02-05,Scottish Borders,5517
2021-02-05,Shetland Islands,782
2021-02-05,South Ayrshire,4132
2021-02-05,South Lanarkshire,10741
2021-02-05,Stirling,2997
2021-02-05,West Dunbartonshire,3600
2021-02-05,West Lothian,4771
2021-02-06,Aberdeen City,9179
2021-02-06,Aberdeenshire,10228
2021-02-06,Angus,5045
2021-02-06,Argyll and Bute,2886
2021-02-06,City of Edinburgh,15657
2021-02-06,Clackmannanshire,1656
2021-02-06,Dumfries and Galloway,5491
2021-02-06,Dundee City,7085
2021-02-06,East Ayrshire,3539
2021-02-06,East Dunbartonshire,5034
2021-02-06,East Lothian,3976
2021-02-06,East Renfrewshire,3659
2021-02-06,Falkirk,5541
2021-02-06,Fife,13360
2021-02-06,Glasgow City,18575
2021-02-06,Highland,7246
2021-02-06,Inverclyde,3106
2021-02-06,Midlothian,3957
2021-02-06,Moray,3500
2021-02-06,Na h-Eileanan Siar,1843
2021-02-06,North Ayrshire,3589
2021-02-06,North Lanarkshire,10756
2021-02-06,Orkney Islands,1126
2021-02-06,Perth and Kinross,6389
2021-02-06,Renfrewshire,6592
2021-02-06,Scottish Borders,5913
2021-02-06,Shetland Islands,845
2021-02-06,South Ayrshire,4524
2021-02-06,South Lanarkshire,11356
2021-02-06,Stirling,3234
2021-02-06,West Dunbartonshire,3863
2021-02-06,West Lothian,5111
2021-02-07,Aberdeen City,9754
2021-02-07,Aberdeenshire,10906
2021-02-07,Angus,5423
2021-02-07,Argyll and Bute,3191
2021-02-07,City of Edinburgh,16765
2021-02-07,Clackmannanshire,1757
2021-02-07,Dumfries and Galloway,5839
2021-02-07,Dundee City,7516
2021-02-07,East Ayrshire,3778
2021-02-07,East Dunbartonshire,5439
2021-02-07,East Lothian,4289
2021-02-07,East Renfrewshire,3915
2021-02-07,Falkirk,5837
2021-02-07,Fife,14383
2021-02-07,Glasgow City,20110
2021-02-07,Highland,8444
2021-02-07,Inverclyde,3441
2021-02-07,Midlothian,4228
2021-02-07,Moray,3850
2021-02-07,Na h-Eileanan Siar,2013
2021-02-07,North Ayrshire,3866
2021-02-07,North Lanarkshire,11375
2021-02-07,Orkney Islands,1222
2021-02-07,Perth and Kinross,6910
2021-02-07,Renfrewshire,7297
2021-02-07,Scottish Borders,6306
2021-02-07,Shetland Islands,913
2021-02-07,South Ayrshire,4957
2021-02-07,South Lanarkshire,12127
2021-02-07,Stirling,3471
2021-02-07,West Dunbartonshire,4139
2021-02-07,West Lothian,5464
2021-02-08,Aberdeen City,10359
2021-02-08,Aberdeenshire,11610
2021-02-08,Angus,5794
2021-02-08,Argyll and Bute,3600
2021-02-08,City of Edinburgh,17882
2021-02-08,Clackmannanshire,1861
2021-02-08,Dumfries and Galloway,6204
2021-02-08,Dundee City,7951
2021-02-08,East Ayrshire,4035
2021-02-08,East Dunbartonshire,5843
2021-02-08,East Lothian,4604
2021-02-08,East Renfrewshire,4166
2021-02-08,Falkirk,6135
2021-02-08,Fife,15409
2021-02-08,Glasgow City,21647
2021-02-08,Highland,9649
2021-02-08,Inverclyde,3775
2021-02-08,Midlothian,4499
2021-02-08,Moray,4201
2021-02-08,Na h-Eileanan Siar,2183
2021-02-08,North Ayrshire,4157
2021-02-08,North Lanarkshire,12012
2021-02-08,Orkney Islands,1318
2021-02-08,Perth and Kinross,7493
2021-02-08,Renfrewshire,7985
2021-02-08,Scottish Borders,6681
2021-02-08,Shetland Islands,984
2021-02-08,South Ayrshire,5372
2021-02-08,South Lanarkshire,12923
2021-02-08,Stirling,3713
2021-02-08,West Dunbartonshire,4415
2021-02-08,West Lothian,5802
2021-02-09,Aberdeen City,10982
2021-02-09,Aberdeenshire,12290
2021-02-09,Angus,6186
2021-02-09,Argyll and Bute,4032
2021-02-09,City of Edinburgh,19020
2021-02-09,Clackmannanshire,2013
2021-02-09,Dumfries and Galloway,6740
2021-02-09,Dundee City,8372
2021-02-09,East Ayrshire,4377
2021-02-09,East Dunbartonshire,6222
2021-02-09,East Lothian,4965
2021-02-09,East Renfrewshire,4441
2021-02-09,Falkirk,6502
2021-02-09,Fife,16476
2021-02-09,Glasgow City,23289
2021-02-09,Highland,10873
2021-02-09,Inverclyde,4145
2021-02-09,Midlothian,4796
2021-02-09,Moray,4550
2021-02-09,Na h-Eileanan Siar,2338
2021-02-09,North Ayrshire,4494
2021-02-09,North Lanarkshire,12767
2021-02-09,Orkney Islands,1415
2021-02-09,Perth and Kinross,8150
2021-02-09,Renfrewshire,8709
2021-02-09,Scottish Borders,7069
2021-02-09,Shetland Islands,1060
2021-02-09,South Ayrshire,5737
2021-02-09,South Lanarkshire,13784
2021-02-09,Stirling,3941
2021-02-09,West Dunbartonshire,4692
2021-02-09,West Lothian,6138
2021-02-10,Aberdeen City,11629
2021-02-10,Aberdeenshire,13099
2021-02-10,Angus,6574
2021-02-10,Argyll and Bute,4498
2021-02-10,City of Edinburgh,20184
2021-02-10,Clackmannanshire,2204
2021-02-10,Dumfries and Galloway,7426
2021-02-10,Dundee City,8829
2021-02-10,East Ayrshire,4781
2021-02-10,East Dunbartonshire,6576
2021-02-10,East Lothian,5342
2021-02-10,East Renfrewshire,4757
2021-02-10,Falkirk,6901
2021-02-10,Fife,17574
2021-02-10,Glasgow City,25066
2021-02-10,Highland,12320
2021-02-10,Inverclyde,4504
2021-02-10,Midlothian,5101
2021-02-10,Moray,4942
2021-02-10,Na h-Eileanan Siar,2487
2021-02-10,North Ayrshire,4909
2021-02-10,North Lanarkshire,13646
2021-02-10,Orkney Islands,1513
2021-02-10,Perth and Kinross,8810
2021-02-10,Renfrewshire,9477
2021-02-10,Scottish Borders,7481
2021-02-10,Shetland Islands,1139
2021-02-10,South Ayrshire,6072
2021-02-10,South Lanarkshire,14738
2021-02-10,Stirling,4197
2021-02-10,West Dunbartonshire,4976
2021-02-10,West Lothian,6500
2021-02-11,Aberdeen City,12299
2021-02-11,Aberdeenshire,14019
2021-02-11,Angus,6992
2021-02-11,Argyll and Bute,5006
2021-02-11,City of Edinburgh,21385
2021-02-11,Clackmannanshire,2436
2021-02-11,Dumfries and Galloway,8288
2021-02-11,Dundee City,9339
2021-02-11,East Ayrshire,5255
2021-02-11,East Dunbartonshire,6894
2021-02-11,East Lothian,5728
2021-02-11,East Renfrewshire,5106
2021-02-11,Falkirk,7362
2021-02-11,Fife,18713
2021-02-11,Glasgow City,26979
2021-02-11,Highland,13822
2021-02-11,Inverclyde,4916
2021-02-11,Midlothian,5356
2021-02-11,Moray,5336
2021-02-11,Na h-Eileanan Siar,2617
2021-02-11,North Ayrshire,5371
2021-02-11,North Lanarkshire,14620
2021-02-11,Orkney Islands,1605
2021-02-11,Perth and Kinross,9479
2021-02-11,Renfrewshire,10252
2021-02-11,Scottish Borders,7893
2021-02-11,Shetland Islands,1251
2021-02-11,South Ayrshire,6452
2021-02-11,South Lanarkshire,15830
2021-02-11,Stirling,4510
2021-02-11,West Dunbartonshire,5285
2021-02-11,West Lothian,6864
2021-02-12,Aberdeen City,13020
2021-02-12,Aberdeenshire,14944
2021-02-12,Angus,7429
2021-02-12,Argyll and Bute,5514
2021-02-12,City of Edinburgh,22633
2021-02-12,Clackmannanshire,2688
2021-02-12,Dumfries and Galloway,9325
2021-02-12,Dundee City,9887
2021-02-12,East Ayrshire,5773
2021-02-12,East Dunbartonshire,7211
2021-02-12,East Lothian,6118
2021-02-12,East Renfrewshire,5454
2021-02-12,Falkirk,7844
2021-02-12,Fife,19873
2021-02-12,Glasgow City,29023
2021-02-12,Highland,15300
2021-02-12,Inverclyde,5342
2021-02-12,Midlothian,5663
2021-02-12,Moray,5701
2021-02-12,Na h-Eileanan Siar,2780
2021-02-12,North Ayrshire,5873
2021-02-12,North Lanarkshire,15713
2021-02-12,Orkney Islands,1700
2021-02-12,Perth and Kinross,10170
2021-02-12,Renfrewshire,11054
2021-02-12,Scottish Borders,8318
2021-02-12,Shetland Islands,1369
2021-02-12,South Ayrshire,6843
2021-02-12,South Lanarkshire,16962
2021-02-12,Stirling,4840
2021-02-12,West Dunbartonshire,5625
2021-02-12,West Lothian,7234
2021-02-13,Aberdeen City,13771
2021-02-13,Aberdeenshire,15858
2021-02-13,Angus,7905
2021-02-13,Argyll and Bute,6045
2021-02-13,City of Edinburgh,24088
2021-02-13,Clackmannanshire,2959
2021-02-13,Dumfries and Galloway,10459
2021-02-13,Dundee City,10495
2021-02-13,East Ayrshire,6352
2021-02-13,East Dunbartonshire,7508
2021-02-13,East Lothian,6542
2021-02-13,East Renfrewshire,5804
2021-02-13,Falkirk,8358
2021-02-13,Fife,21025
2021-02-13,Glasgow City,31222
2021-02-13,Highland,16869
2021-02-13,Inverclyde,5759
2021-02-13,Midlothian,5995
2021-02-13,Moray,6113
2021-02-13,Na h-Eileanan Siar,2920
2021-02-13,North Ayrshire,6436
2021-02-13,North Lanarkshire,16838
2021-02-13,Orkney Islands,1788
2021-02-13,Perth and Kinross,10835
2021-02-13,Renfrewshire,11837
2021-02-13,Scottish Borders,8724
2021-02-13,Shetland Islands,1489
2021-02-13,South Ayrshire,7262
2021-02-13,South Lanarkshire,18075
2021-02-13,Stirling,5298
2021-02-13,West Dunbartonshire,5958
2021-02-13,West Lothian,7620
2021-02-14,Aberdeen City,14520
2021-02-14,Aberdeenshire,16951
2021-02-14,Angus,8496
2021-02-14,Argyll and Bute,6663
2021-02-14,City of Edinburgh,25601
2021-02-14,Clackmannanshire,3311
2021-02-14,Dumfries and Galloway,11617
2021-02-14,Dundee City,11126
2021-02-14,East Ayrshire,6934
2021-02-14,East Dunbartonshire,7782
2021-02-14,East Lothian,7003
2021-02-14,East Renfrewshire,6243
2021-02-14,Falkirk,8903
2021-02-14,Fife,22248
2021-02-14,Glasgow City,33504
2021-02-14,Highland,18281
2021-02-14,Inverclyde,6130
2021-02-14,Midlothian,6335
2021-02-14,Moray,6481
2021-02-14,Na h-Eileanan Siar,3051
2021-02-14,North Ayrshire,7127
2021-02-14,North Lanarkshire,18062
2021-02-14,Orkney Islands,1870
2021-02-14,Perth and Kinross,11515
2021-02-14,Renfrewshire,12560
2021-02-14,Scottish Borders,9121
2021-02-14,Shetland Islands,1604
2021-02-14,South Ayrshire,7763
2021-02-14,South Lanarkshire,19160
2021-02-14,Stirling,5814
2021-02-14,West Dunbartonshire,6261
2021-02-14,West Lothian,8006
2021-02-15,Aberdeen City,15305
2021-02-15,Aberdeenshire,18049
2021-02-15,Angus,9100
2021-02-15,Argyll and Bute,7180
2021-02-15,City of Edinburgh,27126
2021-02-15,Clackmannanshire,3669
2021-02-15,Dumfries and Galloway,12814
2021-02-15,Dundee City,11754
2021-02-15,East Ayrshire,7543
2021-02-15,East Dunbartonshire,8060
2021-02-15,East Lothian,7462
2021-02-15,East Renfrewshire,6692
2021-02-15,Falkirk,9481
2021-02-15,Fife,23469
2021-02-15,Glasgow City,35935
2021-02-15,Highland,19726
2021-02-15,Inverclyde,6502
2021-02-15,Midlothian,6675
2021-02-15,Moray,6894
2021-02-15,Na h-Eileanan Siar,3182
2021-02-15,North Ayrshire,7901
2021-02-15,North Lanarkshire,19342
2021-02-15,Orkney Islands,1952
2021-02-15,Perth and Kinross,12124
2021-02-15,Renfrewshire,13302
2021-02-15,Scottish Borders,9480
2021-02-15,Shetland Islands,1716
2021-02-15,South Ayrshire,8368
2021-02-15,South Lanarkshire,20274
2021-02-15,Stirling,6366
2021-02-15,West Dunbartonshire,6568
2021-02-15,West Lothian,8435
2021-02-16,Aberdeen City,16090
2021-02-16,Aberdeenshire,19273
2021-02-16,Angus,9726
2021-02-16,Argyll and Bute,7705
2021-02-16,City of Edinburgh,28699
2021-02-16,Clackmannanshire,3983
2021-02-16,Dumfries and Galloway,13916
2021-02-16,Dundee City,12430
2021-02-16,East Ayrshire,8229
2021-02-16,East Dunbartonshire,8375
2021-02-16,East Lothian,7939
2021-02-16,East Renfrewshire,7125
2021-02-16,Falkirk,10071
2021-02-16,Fife,24768
2021-02-16,Glasgow City,38395
2021-02-16,Highland,21195
2021-02-16,Inverclyde,6863
2021-02-16,Midlothian,7021
2021-02-16,Moray,7338
2021-02-16,Na h-Eileanan Siar,3310
2021-02-16,North Ayrshire,8761
2021-02-16,North Lanarkshire,20583
2021-02-16,Orkney Islands,2040
2021-02-16,Perth and Kinross,12704
2021-02-16,Renfrewshire,14058
2021-02-16,Scottish Borders,9833
2021-02-16,Shetland Islands,1824
2021-02-16,South Ayrshire,9029
2021-02-16,South Lanarkshire,21384
2021-02-16,Stirling,6924
2021-02-16,West Dunbartonshire,6901
2021-02-16,West Lothian,8923
2021-02-17,Aberdeen City,16816
2021-02-17,Aberdeenshire,20395
2021-02-17,Angus,10356
2021-02-17,Argyll and Bute,8237
2021-02-17,City of Edinburgh,30443
2021-02-17,Clackmannanshire,4259
2021-02-17,Dumfries and Galloway,14932
2021-02-17,Dundee City,13120
2021-02-17,East Ayrshire,8972
2021-02-17,East Dunbartonshire,8723
2021-02-17,East Lothian,8427
2021-02-17,East Renfrewshire,7578
2021-02-17,Falkirk,10693
2021-02-17,Fife,26076
2021-02-17,Glasgow City,40802
2021-02-17,Highland,22485
2021-02-17,Inverclyde,7286
2021-02-17,Midlothian,7365
2021-02-17,Moray,7752
2021-02-17,Na h-Eileanan Siar,3437
2021-02-17,North Ayrshire,9704
2021-02-17,North Lanarkshire,21761
2021-02-17,Orkney Islands,2131
2021-02-17,Perth and Kinross,13274
2021-02-17,Renfrewshire,14790
2021-02-17,Scottish Borders,10282
2021-02-17,Shetland Islands,1950
2021-02-17,South Ayrshire,9715
2021-02-17,South Lanarkshire,22419
2021-02-17,Stirling,7502
2021-02-17,West Dunbartonshire,7254
2021-02-17,West Lothian,9438
2021-02-18,Aberdeen City,17481
2021-02-18,Aberdeenshire,21406
2021-02-18,Angus,11078
2021-02-18,Argyll and Bute,8795
2021-02-18,City of Edinburgh,32316
2021-02-18,Clackmannanshire,4488
2021-02-18,Dumfries and Galloway,15829
2021-02-18,Dundee City,13816
2021-02-18,East Ayrshire,9760
2021-02-18,East Dunbartonshire,9115
2021-02-18,East Lothian,8914
2021-02-18,East Renfrewshire,8060
2021-02-18,Falkirk,11271
2021-02-18,Fife,27411
2021-02-18,Glasgow City,43238
2021-02-18,Highland,23797
2021-02-18,Inverclyde,7703
2021-02-18,Midlothian,7782
2021-02-18,Moray,8162
2021-02-18,Na h-Eileanan Siar,3565
2021-02-18,North Ayrshire,10707
2021-02-18,North Lanarkshire,22962
2021-02-18,Orkney Islands,2240
2021-02-18,Perth and Kinross,13855
2021-02-18,Renfrewshire,15560
2021-02-18,Scottish Borders,10816
2021-02-18,Shetland Islands,2099
2021-02-18,South Ayrshire,10430
2021-02-18,South Lanarkshire,23425
2021-02-18,Stirling,8042
2021-02-18,West Dunbartonshire,7687
2021-02-18,West Lothian,10019
2021-02-19,Aberdeen City,18098
2021-02-19,Aberdeenshire,22397
2021-02-19,Angus,11829
2021-02-19,Argyll and Bute,9382
2021-02-19,City of Edinburgh,34343
2021-02-19,Clackmannanshire,4691
2021-02-19,Dumfries and Galloway,16592
2021-02-19,Dundee City,14522
